Area_WP/LOA^2 @ T/Dd = 0.12,Area_WP/LOA^2 @ T/Dd = 0.25,Area_WP/LOA^2 @ T/Dd = 0.33,Area_WP/LOA^2 @ T/Dd = 0.38,Area_WP/LOA^2 @ T/Dd = 0.5,Area_WP/LOA^2 @ T/Dd = 0.62,Area_WP/LOA^2 @ T/Dd = 0.67,Area_WP/LOA^2 @ T/Dd = 0.75,Area_WP/LOA^2 @ T/Dd = 0.88,Area_WP/LOA^2 @ T/Dd = 1.0
0.051902352435043674,0.09138454948597602,0.11395526156332787,0.12490775140996795,0.1414853767834466,0.15590701074751168,0.16179925715228727,0.17094790264729678,0.1846142544047726,0.1960414843504335
0.09374561759607997,0.17817881218148607,0.1969450605913586,0.21370058607840733,0.21770366651271325,0.21060753715694994,0.2073419631404533,0.2006398759933878,0.1892256042310865,0.17833038943878093
0.035143285021634565,0.06891848365490072,0.09223867522521516,0.10584857889984384,0.13126761801107345,0.14453104300906483,0.1442984726177679,0.14008130044697395,0.1260625996328688,0.10671020044398409
0.0219852171235146,0.038862424046781335,0.04964984495287937,0.05654439104458198,0.0677153513076022,0.08133827523581243,0.08541530150787327,0.09055466408610155,0.09849789795734928,0.1054675723956041
0.018007381874789945,0.03379672413794288,0.040231023561577296,0.04306019040174232,0.048068176533941395,0.0534402250085292,0.05602577303683134,0.06059878635692843,0.07724512020793654,0.08425263183172788
0.031401488030828914,0.060065601235017266,0.07795349097907311,0.08926449888416844,0.11732029593683517,0.1292582841768103,0.13267288270971747,0.1373991538748826,0.14539507556655498,0.15318925384155738
0.06857557577596805,0.10452982997001621,0.117022595773658,0.13174723623243664,0.1510535990812247,0.16213909530601675,0.1635402506468553,0.16408671020105176,0.16157014276176132,0.1560259459691743
0.041937501681135504,0.07890464479486965,0.0970993973818291,0.10606608606813307,0.12207063700889476,0.1509039309615473,0.15350933572696623,0.15440701237649562,0.15424541065770253,0.15334618622845939
0.05500468100923074,0.14190953573953796,0.18053395429360827,0.19554527122894258,0.20606488788808838,0.19693126053931265,0.1890553935537851,0.17660319976132782,0.1567874876876437,0.13900266845956255
0.08178228761966741,0.14461007834453518,0.16376639717422808,0.17179713085050008,0.1578882152106017,0.19717375934766423,0.2003578064286214,0.2028497437562044,0.20346351464094334,0.20216561216208895
0.016253679323948726,0.03228874146725537,0.04271251871220704,0.049640819712856034,0.06442346293528182,0.07441966486293143,0.07780532735077461,0.08384562700609392,0.09369396832731251,0.10487415992184382
0.06407411784668676,0.13295568081252948,0.17142690865068339,0.1925513397011408,0.21668794938396124,0.2305297551096088,0.21908096976030988,0.1939448001382204,0.15439139451987824,0.1200554527705684
0.06969086014185423,0.14071473773784582,0.16505903646247672,0.17573016181714374,0.1889036243709205,0.19672527964584632,0.1986412956266871,0.1872469070142337,0.15749248005748379,0.12305096194368488
0.1626674972217117,0.2066296998336727,0.22785910001320459,0.2490589002855871,0.2683728829489016,0.24819523289719964,0.2370155283172202,0.2212230086655769,0.19893728138403405,0.1787514953009063
0.05225610746021662,0.08899454375461271,0.10014105510547731,0.10542223008507634,0.1272102862414841,0.1416754750449677,0.14392848590309093,0.14467963714750492,0.1431507032065771,0.14225036182271433
0.12065987591475963,0.16083986431394265,0.17067730851414456,0.1817747836989115,0.19247694438320073,0.1901443816694156,0.1888856836197543,0.18658035049221539,0.18222301284150894,0.17776559903038902
0.0445920365000834,0.09119258436078337,0.11077312754582692,0.11932870137284098,0.13869887876107695,0.14683858737014036,0.14901089046515403,0.15159914247163195,0.15568973887720286,0.15992259308440138
0.031497545207257775,0.05596610234952666,0.06435779635203584,0.06879928620997228,0.07882325010340939,0.09080328862839548,0.09603064630539486,0.1153104168911618,0.1356578731284196,0.16429503316808636
0.03224562306073483,0.08482478619986239,0.11142433340017562,0.12578231341592666,0.1587933645712928,0.18409960104485065,0.19442252508058963,0.20743983335993707,0.2264150738002732,0.2433824526951181
0.020778416821623482,0.04188426167305552,0.053800156701883664,0.06541264869012169,0.08649177207556029,0.10973738465862529,0.11805461760522029,0.1308406034855221,0.1492590634114294,0.16294823995378493
0.24341271913520388,0.2811059875888025,0.28207696735469145,0.27869271462582096,0.2661910727611311,0.24818277174560122,0.2395213747665691,0.22559129987476007,0.2017558366796704,0.1805624501084135
0.018481814514105167,0.03050146723443499,0.03704640503330256,0.04116760142713363,0.05163730675993999,0.0628529539279861,0.06774434403612474,0.07585529216209619,0.09366048641901842,0.10624258548033502
0.11417173744586041,0.19042390239428733,0.20718573834217757,0.21388658575748415,0.21756750291913157,0.21736211182083287,0.2171827400506433,0.21779770624662687,0.21837476435458492,0.21466607486798125
0.04955525252896594,0.083536564146448,0.09598432830888834,0.10213020449071158,0.1134107440603116,0.13217047000469986,0.13728832863379614,0.14404978086244732,0.14599675668386197,0.14581198754924185
0.03291812441731461,0.0724391305653302,0.08915266668083474,0.09721127213488788,0.11695638928683028,0.1288735083322908,0.13096341274391948,0.13187772048400537,0.12836058542338033,0.12297936724521719
0.08546773307011236,0.13594803298223904,0.148259692730131,0.15404331495520598,0.16762041781040377,0.17529753098898415,0.1781566460736655,0.18567029360768253,0.19437847036768055,0.19693003994020397
