x/LOA of fwd end of Box,length/LOA of Box,height/LOA of Box,width/LOA of Box,Volume/LOA^3 of Box
0.22334744769708786,0.7380123806532237,0.05518947896738648,0.056396232398254934,0.004594095603350646
0.0877820292277722,0.710306275922392,0.11430227727196499,0.08725921355073978,0.014169085634245012
0.1762426419998997,0.521886620758216,0.05079956294421054,0.05339347711469444,0.0028310943229214553
0.2321408231009432,0.5687210088083982,0.02956758956265627,0.03540257834062964,0.0011906389362320825
0.17596625889701292,0.5230120352364567,0.03920641655172722,0.022595830145745493,0.0009266743234301352
0.10321475957724961,0.691947578947448,0.047671275814857916,0.03591939381677501,0.002369675964780396
0.18929603758629102,0.6821847385589144,0.08696199849592948,0.06647595813974061,0.007887259185968873
0.11980393286996771,0.517783634619414,0.06431017425910227,0.06328236051286483,0.0042144477346460745
0.14124929549161916,0.6648931409238501,0.11421808860706677,0.058972931186768496,0.008957141830522842
0.238000001850425,0.5985433612213862,0.11527917047338314,0.07584039680135776,0.010465911382400812
0.13920595642365058,0.6108825720384796,0.032124839383239664,0.023472509248561493,0.0009212727271604469
0.16166615380663368,0.6186605946736496,0.1739608116173504,0.05816109364958444,0.012518907769924955
0.11339784237824173,0.5982293203745176,0.1336939364633222,0.0670124268182055,0.010719258573031342
0.22048442903367374,0.5390210187183341,0.09604904056179338,0.09067591614331616,0.009389028976049941
0.15073757913928065,0.7407800160044401,0.037032096991558995,0.06048434756210408,0.003318490350345776
0.20700247618340994,0.5932564179521447,0.1105720713690573,0.09207165613633775,0.012079357681262106
0.20459617635919067,0.5539769813734662,0.060108802797189644,0.06524479074543048,0.004345158628324221
0.23793095191408842,0.47859092158530425,0.039452242423342436,0.03658721835229256,0.001381642033411122
0.09848493076140402,0.6408993021706142,0.05621628976718962,0.08324627099629216,0.005998556612515141
0.14821920972645616,0.7357979797596258,0.02351767701977004,0.04958649401577729,0.0017161150944822322
0.1632061283639874,0.5911984868629485,0.19466497127773344,0.11779378190037601,0.02711274472315772
0.1859302662377606,0.6027273704780702,0.024927427461203695,0.029602408703028316,0.0008895193929850427
0.2302168444480671,0.5418814431845433,0.10698389772315339,0.1013509326116779,0.011751151900991262
0.12126843226857645,0.5264494555092829,0.07104010887906943,0.048851141825215834,0.00365397030890493
0.17259256544624865,0.4950204138497122,0.04814392899696172,0.06114939181282754,0.002914652453470737
0.1942510303949633,0.5416005869363684,0.1331482990537129,0.0753653110252519,0.010869667029360435
0.16092703204337133,0.6447768575378174,0.0744641353138349,0.07929109317221818,0.007613967052462397
0.18882209477587492,0.6151161863907111,0.049494045178272036,0.0742939064043506,0.004523694790197628
0.14112902177410003,0.703440697011173,0.10829222891660495,0.08649772866896144,0.013178302804167914
0.26214158167921264,0.5458571180873756,0.07560528704464778,0.0739740982042855,0.006105775328703879
0.1180472748093134,0.46993875666047036,0.12269413264617227,0.0652574834866583,0.007525326999604273
0.17461053813591096,0.6301826359071174,0.09165193666855406,0.044491894000668365,0.0051394774903358795
0.17834551719479771,0.5107434862669855,0.11307197553691246,0.0769010133934546,0.00888218624117974
0.12152057531183957,0.704903724339645,0.07269615486456316,0.09453393064518707,0.009688553838173254
0.1622562547985873,0.6489588017205252,0.025869761236565786,0.052577606713957246,0.0017653887581015422
0.08321588391456397,0.713229832610496,0.037517645888817355,0.0655087891446325,0.0035058606351804525
0.2343529046917454,0.623524929317949,0.05319188422135024,0.055056096478222946,0.0036520322872931597
0.127429669888735,0.5603424795699368,0.09546536229829175,0.059259395761818545,0.0063399610126276314
0.27147419144196927,0.5531213774649947,0.1139815054695088,0.08837289298371112,0.011143045415945851
0.22184151183784295,0.5343645905294909,0.13222576647049894,0.1097568429174608,0.015510127475718533
0.2864636839899277,0.5629103671570876,0.03541588705835821,0.07017243124971562,0.0027979109666483883
0.17137435343378699,0.5666649836583675,0.078750878650757,0.08067529296647374,0.007200328848906999
0.15253955168700534,0.6728905074538634,0.1742549522712428,0.07801995623417182,0.018296382425232186
0.11934303760092038,0.6054430828431288,0.03250185866373049,0.04760548513157449,0.0018735639014321307
0.16886623814333343,0.5631648616610726,0.08004720407133671,0.06877307771946346,0.006200549410180034
