Area_WS/LOA^2 @ T/Dd = 0.12,Area_WS/LOA^2 @ T/Dd = 0.25,Area_WS/LOA^2 @ T/Dd = 0.33,Area_WS/LOA^2 @ T/Dd = 0.38,Area_WS/LOA^2 @ T/Dd = 0.5,Area_WS/LOA^2 @ T/Dd = 0.62,Area_WS/LOA^2 @ T/Dd = 0.67,Area_WS/LOA^2 @ T/Dd = 0.75,Area_WS/LOA^2 @ T/Dd = 0.88,Area_WS/LOA^2 @ T/Dd = 1.0
0.030459917204313066,0.05396098867397364,0.06853453840306806,0.07760047006579154,0.0984904979489798,0.11921576135027345,0.12787282936941766,0.14169590948733676,0.16395574737248025,0.1841724544904518
0.0336741212790633,0.07490779719978119,0.10171339050475288,0.11879038594558305,0.15938243444424285,0.1989578507489366,0.21521667757987167,0.24085999723313642,0.28140289613268865,0.3175430122470945
0.027922071960149147,0.04561997774890693,0.057232546862373584,0.0648362898704326,0.08406269095865708,0.10380256159057275,0.1118365963787177,0.12439504645455775,0.14381262097739408,0.16034961932381825
0.023269043721491703,0.03783589161583585,0.046923886694412956,0.05258535341751221,0.06599483294271492,0.07990416056500627,0.08574781101315519,0.09503464620589468,0.10989799170864215,0.12324092701758492
0.01330033736977493,0.027069260775620673,0.035648937454954906,0.04107724367761108,0.054322088124557695,0.06784222304119054,0.07355130865925454,0.08277512882741864,0.09793318832878052,0.11193175174561225
0.018992925495163925,0.03480116827492788,0.044767931847321814,0.051129873436747734,0.06679001082876163,0.08257448977783165,0.08914477023932818,0.0996447010130042,0.11667640600587599,0.1323745504390098
0.03652045343893272,0.07332631421390891,0.09612047766893247,0.10965568271436599,0.14247406103526028,0.1756479558711067,0.1895748355223091,0.2117469217093695,0.24745266683601533,0.28006650974858743
0.020747620630338068,0.044686218134525564,0.06042280116293555,0.07053917757974543,0.09573139774223584,0.1218885943403522,0.13280180749470413,0.15027078820027506,0.17862992297340333,0.20467806174963082
0.0321760585346451,0.07019978663260973,0.09365224859408931,0.10871883448113671,0.14489089834803606,0.1805234501760571,0.19519045960899997,0.2184004739160687,0.2553555847942232,0.28851109208711606
0.03752988795621617,0.07813084380632274,0.10393618558030031,0.12009672334953209,0.15818304345041076,0.19620798399486186,0.2121016348243813,0.23709746400489426,0.2773377603810041,0.31412677855300897
0.016334049688448943,0.029143358320835783,0.037443210538992494,0.042769177238973534,0.05585016158397331,0.06837603432638716,0.07349063555555753,0.08168506800639179,0.09497344511464158,0.10709839151507593
0.04947794569142779,0.10951388172967949,0.14886177335117454,0.173941289768271,0.2343942308364916,0.29231851213456794,0.3154008774010165,0.35149202216343584,0.40828530950597414,0.4588369783604866
0.04355954380853702,0.08647447495700114,0.1143498650189363,0.13220653249687267,0.17585013216791043,0.21897938850316898,0.2365590963254153,0.26424680699199693,0.30815070112694437,0.3473512649394742
0.16041797771284355,0.1909376596937649,0.21094761124361927,0.22363464214936665,0.2576797572042765,0.29182099174082216,0.3048401985177119,0.32409552046934387,0.35295133882818197,0.37789260636175526
0.03223625110375349,0.05579552639995928,0.06981099923004562,0.07821786219040468,0.09744667947233018,0.11622371477189464,0.123934212724197,0.13607229917549088,0.1552390793213645,0.1723233008668293
0.041707705153007445,0.09241705388984595,0.12429787633671294,0.14351952606582724,0.18743242545268055,0.23211721645892577,0.25094486385316317,0.28128727009722004,0.33107096860594715,0.37742995296861925
0.023607532312874574,0.048551086735327015,0.06395609838912969,0.07305582229577555,0.09485233312422142,0.11666015844690097,0.12575498568602123,0.14030968923123024,0.16395907552746714,0.185800573008798
0.01596446936503578,0.02691677714053636,0.03421847460672564,0.03896586103369301,0.050874138868707945,0.06343887815364524,0.0688424336288923,0.07762771703075652,0.09203787502718125,0.10563266931140693
0.020155444026173162,0.0471386998529349,0.0649755328331597,0.07614094305335749,0.10375976565032634,0.13222004220791772,0.14404441692422945,0.16294926294911083,0.19372805844479452,0.22218418239526155
0.015257275515541006,0.028975340216214597,0.03807778106359528,0.04384842669544999,0.057424063168463615,0.07112539787927176,0.07685361318734259,0.08602395403470187,0.10085481637405046,0.11435652151986941
0.32775289812742914,0.3873220594665539,0.42416807640400145,0.44682866989706693,0.4998498807233564,0.5509687577675743,0.5717693993479294,0.6044976319724209,0.6561758336450215,0.7021753603286472
0.013555963049659543,0.024974733349693145,0.032254312406286005,0.03688370361864888,0.048206024655839466,0.05976230424972839,0.06461467147190998,0.07248377158517788,0.08544686473492127,0.09736478007110647
0.03157719087923715,0.06575937698999965,0.08757554431231457,0.10162899955181659,0.13609178972204966,0.1707888060411077,0.18531922024236114,0.20853356078147736,0.24615131249978411,0.28125016721806834
0.02412283187280106,0.04526192533461987,0.0582736185547653,0.06662293881948006,0.08724558511043068,0.1086255769088594,0.11776319787375962,0.13250727033532866,0.15688641337545456,0.179911477487008
0.020059279363756632,0.03613708202057148,0.04742851839889954,0.05484888142671078,0.07310909248204789,0.09181718705917268,0.09971572861056802,0.11243949559205493,0.13321811493759197,0.15233683696139702
0.04451681227898585,0.08474075960681217,0.11028476653418984,0.12590906775357935,0.16433993840032005,0.20434323132834606,0.22126948680171463,0.24846796545003955,0.2921264485199105,0.3322944077761546
0.023851105821852677,0.04848978568918156,0.06423687698461925,0.0742336801688969,0.09862032011392353,0.12325681424374395,0.13348600924676168,0.14970933731067754,0.17565732313182927,0.19936154052840144
0.034885837464992964,0.06847427386364827,0.08662455238785993,0.09756820445312864,0.12259594573983441,0.14808483964319724,0.15878271085556184,0.17598324896095036,0.2042259171216628,0.23061849243595664
0.059343281727097706,0.09929146420647936,0.12496620006342239,0.14136877990681934,0.18172328091228646,0.22331544403019432,0.24092750161422724,0.26887070251027717,0.3138021689903489,0.3544752973563189
0.022989196425675158,0.047976764519187615,0.06462087312749318,0.07544340117810372,0.10205198758206763,0.12933865013844587,0.1408503136116771,0.15942015614345972,0.19049059082395123,0.2205365474526937
0.026741655816214075,0.05593094092289833,0.07566072343418397,0.08851027103151667,0.12070788644757086,0.15500820619855837,0.1697169626810096,0.19354376247338853,0.23295584060762525,0.27032556208273034
0.02711565681855239,0.055426716316636364,0.07318479554174764,0.08445763134458373,0.11197006715126306,0.13985204499158924,0.15157025866591117,0.1704595917095869,0.20086176881848153,0.22861236652712782
0.03399155729953597,0.06615459843584998,0.09130752968733075,0.10726031184566492,0.1442986798774957,0.18160662103858718,0.19690590058487323,0.22079130853625442,0.258214260449393,0.2914358218977587
0.025648632026072468,0.05890052005553068,0.07825570798849422,0.08991982899611126,0.11818267860840788,0.14673892660692942,0.15870561518937765,0.17795615704362258,0.20952750376264484,0.23900294932565452
0.012868151321236747,0.02628882472431046,0.03407322594786635,0.03912176626001564,0.05175195755813916,0.06487974679271245,0.07036562167125618,0.07912036870526626,0.09327441207558962,0.10625965804305965
0.015187684806155455,0.03067815515995756,0.03953172280168976,0.04578293254434991,0.06176470126984537,0.07792923734063978,0.08464866850092843,0.09535105545203415,0.11262557485122247,0.12840742808793007
0.02302773268174831,0.04226879831441486,0.05444661501411684,0.062286852853456594,0.08167351200288353,0.10166858396781799,0.11014485192536119,0.1237654081649085,0.14564446028122263,0.16570260091215616
0.02630505917424407,0.056211298267822264,0.07522339216058847,0.08729291881138072,0.11675643080751805,0.1468845684959844,0.15940033238816145,0.17920809566806475,0.2108918476874195,0.23956226392480123
0.046890060532398616,0.08682950685483026,0.11350591072057925,0.1309419554280165,0.17451873561151082,0.21881094882989188,0.23737839956263454,0.26609279576292855,0.3103183941432399,0.3487708319894614
0.22628563447638458,0.2645638547467694,0.28818859642126604,0.30327122220039837,0.33986247653067736,0.3763264763374582,0.3915084322538018,0.41596498764730355,0.45604375957353666,0.4925994539972982
0.01777625085448583,0.034383571484554565,0.04560371156431725,0.05285196169645122,0.07066450423475115,0.08877284207857966,0.09621320767595383,0.1079664651544553,0.12647371037519467,0.1426406237747273
0.035345471430180825,0.06642428313099938,0.08637807716553274,0.09899702071965943,0.1288581506566752,0.1583985947853982,0.17065598999318635,0.19015503543793744,0.2214122878954949,0.24962706040020802
0.06147653343792567,0.12899300427132382,0.17061004411905947,0.19569030239875113,0.25402705624143673,0.3145717700967602,0.34013855860138553,0.38088246458079666,0.4449740292488705,0.5031506876737114
0.010437492953837559,0.022197532889677823,0.030192068138913123,0.03518227538819611,0.04726731156794874,0.05951018083797108,0.06466179129330522,0.07298664145946389,0.08661084046886972,0.09936104884798151
