Ixx/LOA^4 @ T/Dd = 0.12,Ixx/LOA^4 @ T/Dd = 0.25,Ixx/LOA^4 @ T/Dd = 0.33,Ixx/LOA^4 @ T/Dd = 0.38,Ixx/LOA^4 @ T/Dd = 0.5,Ixx/LOA^4 @ T/Dd = 0.62,Ixx/LOA^4 @ T/Dd = 0.67,Ixx/LOA^4 @ T/Dd = 0.75,Ixx/LOA^4 @ T/Dd = 0.88,Ixx/LOA^4 @ T/Dd = 1.0
1.2575546576770732e-05,6.730846954288503e-05,0.00013918177535849168,0.00019465035179306743,0.0003017646761400139,0.0003974106356806622,0.0004427593756270395,0.000522739338818591,0.0006737439276913223,0.0008489703603421929
0.00010568816481883865,0.0006691345601729994,0.0008643327811687614,0.0009743379154230446,0.000998650383675463,0.0009391388521871475,0.0009125388386919117,0.000864122687957613,0.0007844310634683121,0.0007114063724194231
1.2879205165383256e-05,5.782674339767007e-05,0.0001164530599840514,0.00016377551009545268,0.000284085906960925,0.00035142540870792025,0.00035706278635288163,0.0003453539310812173,0.0002846208047748549,0.00020138112776743405
2.0677854254750397e-06,8.620008839114222e-06,1.7315989719297514e-05,2.5126391568833838e-05,4.03139988191364e-05,5.8189881238151355e-05,6.589623469543745e-05,7.793186768775212e-05,0.0001012489327317577,0.00012878448288219734
8.844712623674233e-07,5.926614346368977e-06,9.87777982458262e-06,1.1931602749476525e-05,1.5801079677282943e-05,2.0352322321646086e-05,2.2750450808122786e-05,2.73576871326826e-05,4.3912360604848156e-05,5.62134859624448e-05
3.794263850672244e-06,2.3296547302145456e-05,4.942259171069083e-05,7.316878702510275e-05,0.00015021479727391008,0.00020222741189937366,0.00021911671480263358,0.00024375187815828766,0.00028885453285175833,0.00033706112913843073
3.174131751514091e-05,0.00012401672259348766,0.00018946903919692226,0.0002442016690772131,0.00034677913686008134,0.00041590662224533307,0.00043034322395881197,0.00044118648597111766,0.0004306997420922796,0.0003987472084731605
1.2656218815977426e-05,7.743322973358818e-05,0.00013450863518293574,0.00016768376200172603,0.00023201850142527865,0.0003372772097731286,0.0003520503388733527,0.0003590074155675889,0.00036462788975327514,0.0003685317708973731
4.3449295496820416e-05,0.0003269696678955596,0.0006502384047517271,0.0008075319725126477,0.0009150566969996243,0.0008037310789256926,0.0007196804553839578,0.0005995698045139974,0.00043762095239654997,0.0003191915396226918
6.188139927561736e-05,0.00036396278811288394,0.0005213636652245899,0.0005967862032910329,0.0006180977095583792,0.0007965542237196345,0.0008284516089523839,0.0008662414309666468,0.0009030196168673455,0.0009228119844020157
9.274442535295084e-07,5.5439781106094955e-06,1.2112093007684125e-05,1.8323191253198744e-05,3.578810353091852e-05,4.895467374276054e-05,5.4627934717599156e-05,6.574165220719902e-05,8.992869519129809e-05,0.00013268888325033556
5.64892881351119e-05,0.000329348514168465,0.000658241346929696,0.0008968941394686577,0.0011869997300712482,0.0012406086010510865,0.0010838165601575098,0.0007860982005549756,0.0004300483926040066,0.00022015121653011743
4.506584087974806e-05,0.00033192751112637694,0.0005142055324681913,0.0006080675012341886,0.0007476252906403892,0.0007912307456473861,0.0007908835527594597,0.0006890283262355256,0.00044442253826953797,0.0002301644836059078
0.0004519164024927288,0.0008081518023753242,0.001151832243780633,0.0016067783620211302,0.0028083968970018967,0.0017270863168437575,0.001361295241566037,0.001060748142379307,0.0008474110160476113,0.0007212844147252913
1.7725227256568114e-05,9.782671554505677e-05,0.00014091423549727312,0.00016499232446313334,0.00023188729099533578,0.000288304599855456,0.00030170229874602514,0.0003128553648127471,0.00032197542319796084,0.00035800902337446253
0.0002939287939652437,0.0006172898449012059,0.0007205241846131953,0.0007903531601470349,0.0008272270158424543,0.000778047162590779,0.0007577662796034655,0.0007259957908487718,0.0006770442852415538,0.0006358870688793767
1.3549811586524334e-05,0.00010792428408151397,0.0001859486436072838,0.00022745639922547897,0.00032916487515003123,0.0003859156928595059,0.00040074077622189233,0.00041606733478642417,0.00043831765246128424,0.00046256256084960007
7.173617253268176e-06,3.356161033119513e-05,4.813573578301178e-05,5.6686764409475096e-05,7.717211846225385e-05,0.00010449013334084144,0.00011846106227535882,0.00016749641979960726,0.00024734668959525873,0.000445750459337715
8.118132261045062e-06,8.056190680282333e-05,0.00017998772643936328,0.0002511316522763294,0.0004150719125846381,0.0006041269281991853,0.0007010121748571058,0.0008500878127584185,0.0011152811562904173,0.0014022851969738642
2.072509749561289e-06,1.0514123432914507e-05,2.1014956097297717e-05,3.327631294418399e-05,7.220994882095166e-05,0.0001405021463706183,0.00017503844406036677,0.00024031745254198884,0.0003674119082118581,0.000501994137826681
0.001741546346300407,0.0023233465985936243,0.002351680748025926,0.002274903561588184,0.00202250581353155,0.0017245304300227185,0.0015953741477420643,0.001402582650518386,0.0011228879666281266,0.0009080338772686444
1.0841894840083366e-06,3.8057580800747795e-06,6.578882797205042e-06,8.916295804569166e-06,1.699967481878959e-05,2.9388737860796914e-05,3.6080553273388496e-05,4.897323193120042e-05,8.241258349543594e-05,0.00011936093528167913
0.00026208469301698017,0.0010125806984352531,0.0011862046121050213,0.001239271384966063,0.001243582292720048,0.00121619679575151,0.0012018695212842167,0.0011847043349399473,0.0011513483164380797,0.001081652666513364
1.881736726436888e-05,0.00010286190223320631,0.00014800019492359676,0.00017297967583440656,0.00022167579586530696,0.0002858242517121288,0.0003030501409948156,0.0003243775016843936,0.0003136432673983534,0.0002929278522541029
9.827111351447065e-06,7.480403598496944e-05,0.00011921465386778706,0.0001443456366769566,0.000207083970257559,0.0002535433435799818,0.000261828891627744,0.000263672539344844,0.0002428793529906978,0.0002175729153836951
0.00014359284046139463,0.00037406833888056534,0.00045058123496201325,0.00048197501934646507,0.0005555700039649509,0.0006069359937214276,0.0006278474609664206,0.0006741265698879056,0.0007519818982648423,0.0008001363308728387
5.407763322641338e-05,0.0002796852980586086,0.0003617340587525131,0.00039971712888996815,0.0004561285906511354,0.0004619223651098449,0.0004519584789739645,0.0004357343917919982,0.0004044278442728986,0.0003738504777125515
3.086216333765717e-05,0.0001487898500468321,0.00019970002329246163,0.0002238131612952412,0.0002885955021993776,0.00041664501547885273,0.000469959526854113,0.0005462146958404667,0.0006868584374580077,0.0008468949609429814
5.776510968493214e-05,0.0003014222708588336,0.0004553674237331743,0.0005403241886800832,0.0007669851966870583,0.0010122464746022898,0.0011139265203909752,0.001225740594384568,0.0013517027342137536,0.0014346246015502098
1.5979912935486804e-05,8.911644203870641e-05,0.00017851757253329223,0.00023659189004362626,0.00035629727195138567,0.0005353025306020959,0.0006369881201854725,0.0008306722207368099,0.0012305151762538535,0.0017518432960934164
6.19223500116969e-05,0.0002678144028119852,0.0003433052599469079,0.0003738671809994682,0.000410015853664883,0.00047646005610564357,0.0004920659053921076,0.0005200981578659357,0.0005611161411022458,0.0005645817908195377
3.409543923098812e-05,7.187734150958884e-05,8.508393243153163e-05,9.38798185921735e-05,0.00011647501675173742,0.00014102524482837548,0.00015206172079732568,0.00017181559198570272,0.0002216634696321174,0.0002683713069826214
5.475678112078832e-05,0.0002821091997523875,0.0003344573756281864,0.0003696875176782036,0.0004552922565669207,0.0005895265559955753,0.0006282362898907849,0.0006897097410196961,0.0007410397369959531,0.0007727616823598682
6.75474404458841e-05,0.00046565526429490854,0.0006522869092330507,0.0007515669021809735,0.0009446324505763207,0.0010441705585343794,0.0010554866784211493,0.0010687077277318827,0.001091897741833558,0.0011145292233781855
1.1702088327321962e-05,4.2508174441018684e-05,5.9306178753060535e-05,7.182961506664823e-05,0.00010903050269044886,0.0001781225893313402,0.00020927371059644532,0.0002685232369533096,0.00036686072109931204,0.00047110328479524116
5.953189597506202e-06,4.188480743595558e-05,9.255654277217292e-05,0.0001760134607970561,0.00027948834687224354,0.0003530883320091785,0.0003799426817032096,0.0004202424901308007,0.00048615359603028103,0.0005499591729556578
9.081732806969157e-06,5.194676273047899e-05,0.00010836200071226834,0.00015377222132253863,0.00020813074877582447,0.0002179289972105762,0.00021713137994650613,0.00021505507946406754,0.0002376906639609425,0.00025784088747468886
7.192248261314093e-05,0.00023797716684804268,0.0003110216302914256,0.00034865221861745435,0.00041427456677610365,0.0005341168695541548,0.0005478461134251337,0.000541718772895297,0.0004775900882238781,0.000403840134053136
3.373066555993928e-05,0.0002461252996694698,0.0005520883906871711,0.0008046575906509337,0.0010906869267439515,0.001061319937056371,0.0010453382993924952,0.0009485742537306413,0.0007452053791575351,0.0005650757299806911
0.0007607582194597654,0.0010072766778779145,0.001085985500676611,0.0010998100375359668,0.001060909007882058,0.0010208022784249534,0.0009994238827327597,0.0009543886167550502,0.0008672833848254234,0.0007857863372288962
4.009447998142498e-06,3.330414876095099e-05,7.526783668667517e-05,0.00011143309224344655,0.0002325990634851903,0.00037974277379415746,0.00041871445024031166,0.00046460073724282215,0.0005134507066399856,0.0005373803987544421
2.0344004442202435e-05,0.0001469866957246726,0.0003240110704441316,0.00041874284882351186,0.0004833590410398603,0.0004835384311871331,0.0004830996335857787,0.0004822389262961142,0.0004807950041064778,0.00048024889133431914
0.0007097015195138163,0.0012597710842280141,0.001508370497087949,0.0016165578066955064,0.0016489985738473414,0.0014461018818962825,0.0013177782572296446,0.0012551061253211196,0.0009460843550255093,0.0007073078359140745
3.829417646360716e-06,2.6698527872983447e-05,5.405880312876749e-05,7.086753422529724e-05,0.00010620222328422948,0.00013679942671366736,0.0001484203096015147,0.0001855757313560464,0.00021615556480706336,0.00024899050575895375
7.053939258935273e-06,5.9755261870704727e-05,0.00013942160523081537,0.0002001696835430633,0.0003273401693820952,0.00038169923061988386,0.00040008041537071594,0.0004159377118876817,0.0004225888228310094,0.00042339825145938306
0.0001329171628765737,0.0005361245346319842,0.0006285979115844462,0.0006623975406111573,0.0007422682196912661,0.0007584458435288126,0.0007617480117950506,0.0007668357684741075,0.0007759730163956647,0.0007870229958794895
5.349986348577768e-06,2.4203374374687503e-05,5.8747123292815897e-05,8.435537887285003e-05,0.0001389352151231871,0.00018609008721284798,0.00021319712814762054,0.00024398080407220837,0.0002851220082786824,0.000313361831906012
3.66299354009407e-06,2.6607476721332597e-05,5.927221467014334e-05,8.716296682431129e-05,0.0001448244975081925,0.00021996961386367854,0.00025531729030633,0.00032041194351930673,0.00045263509226937693,0.0006122486852343078
0.0001254896463564786,0.00022065004517673306,0.0002540748121795575,0.0003407347991855286,0.00047841003721803987,0.0005975401869947749,0.0006395307508779213,0.0007038446935030012,0.0008157880719936239,0.0009259590590382404
