LCF/LOA @ T/Dd = 0.12,LCF/LOA @ T/Dd = 0.25,LCF/LOA @ T/Dd = 0.33,LCF/LOA @ T/Dd = 0.38,LCF/LOA @ T/Dd = 0.5,LCF/LOA @ T/Dd = 0.62,LCF/LOA @ T/Dd = 0.67,LCF/LOA @ T/Dd = 0.75,LCF/LOA @ T/Dd = 0.88,LCF/LOA @ T/Dd = 1.0
0.4399005957720755,0.5003887273722853,0.5220833626117714,0.5335860792879601,0.5450094074231113,0.5420672371292552,0.5412994331763188,0.540947434454768,0.5432321712056218,0.5476153720499126
0.4540753677501438,0.46446623223427175,0.46768007598361044,0.4924971000831084,0.49619154668510596,0.48177441510218044,0.4760090308289575,0.46969532098039285,0.4600840869284183,0.4515351169541068
0.4290006988079863,0.4430641241171176,0.4428375519772364,0.4400471941151838,0.42543602101042105,0.44617670088561684,0.4506642251745611,0.4575575559975912,0.4750632014926174,0.4988316002263403
0.4208489308712595,0.47072552875186185,0.4890999357625686,0.49786124170016094,0.508931641112081,0.5415348233331594,0.5488283588086138,0.5529308256204029,0.5570806466359199,0.5625301185409942
0.4657743215642853,0.4760429347713626,0.47544542956540836,0.4741891410199262,0.46980626107920986,0.46392257490028765,0.4612112920563331,0.4568699614845738,0.4998390269153449,0.4871169960274348
0.45968531143519104,0.48140840231587145,0.4892971505732827,0.4932349630822201,0.5173736677329825,0.5225237838028893,0.52379755755693,0.5252566183863729,0.5264110389351819,0.526247245801163
0.44304706729588544,0.49123087951379185,0.5156881460930088,0.5325252114618659,0.5317459255834677,0.5188402686804767,0.5168040957530068,0.5134568838058794,0.5054002384900982,0.4936046697769375
0.34886622288254227,0.38461067750782196,0.39614672630941633,0.4017461395111255,0.4151282309884833,0.4831598329241298,0.49098227941094164,0.4998184971541092,0.5147574038529543,0.5308007642063333
0.35380052558555464,0.4898544852567716,0.49335404971606234,0.4949537851633795,0.49680816381088067,0.501612993127353,0.5021230246030166,0.5038121623708115,0.5091127352590132,0.5173051179352399
0.45022377932298774,0.48975091412581817,0.5001349399442714,0.5055003506086567,0.5695402002991763,0.5309343498672128,0.5321092588472385,0.5297294324757014,0.5229330882855127,0.518748751882529
0.3719700293475364,0.43093519567127164,0.44959027211153846,0.4589174022366338,0.47796731050154656,0.48990882839393873,0.4876151753385566,0.4820080518730988,0.4760483246057617,0.4667482394018713
0.39880950666402726,0.4603847665489478,0.4692892137407972,0.47413556514961847,0.48582475910135736,0.5257605412187245,0.5249275266179184,0.5172285933344899,0.5044048336723684,0.4928787817375834
0.432764239502304,0.4371371044934052,0.44033108330344845,0.44251023718697924,0.4425206803359488,0.4592171162958185,0.4699391936352361,0.4662893728103851,0.4577338431874084,0.44884656028322045
0.4455874911695856,0.43762521323041514,0.4216695152305303,0.42039864868726234,0.4111720653533055,0.4429752562785361,0.4607595872570712,0.48289243869191834,0.5057283613562679,0.5266886695400095
0.4273001511319798,0.45263329141029124,0.45601356451531316,0.4568219105938156,0.49671118026430533,0.5051374638358443,0.5052806704613508,0.5012897923694264,0.49503066848773986,0.4871388104068462
