LCB/LOA @ T/Dd = 0.12,LCB/LOA @ T/Dd = 0.25,LCB/LOA @ T/Dd = 0.33,LCB/LOA @ T/Dd = 0.38,LCB/LOA @ T/Dd = 0.5,LCB/LOA @ T/Dd = 0.62,LCB/LOA @ T/Dd = 0.67,LCB/LOA @ T/Dd = 0.75,LCB/LOA @ T/Dd = 0.88,LCB/LOA @ T/Dd = 1.0
0.3640321909433239,0.4455997355351136,0.4714714647926278,0.4838977571530094,0.5059623240584671,0.5169161525015415,0.5197646745771032,0.5232038419765013,0.5272841930911352,0.5305143791541073
0.39682919474983674,0.44534887851842414,0.4535426593687756,0.4571323641116661,0.4715561796660478,0.47603065950606877,0.47629853136055206,0.4758543497357134,0.47403253061837053,0.4717344603573023
0.405965777057416,0.43081154117675713,0.43587135509684155,0.4372806988409808,0.43551412985927057,0.435113498971812,0.4367621283009567,0.4395552570905754,0.4446742753759342,0.4503817068238627
0.41509783890698104,0.4396894592157139,0.4552961203018306,0.4638290175974286,0.49377489982781864,0.50293923299439,0.508625451589169,0.516554413895884,0.5259262310371763,0.5325144203576878
0.4622255231784348,0.469037247520338,0.47177329583599564,0.4724312221417163,0.4723172396975356,0.47077043044130773,0.4698347789039124,0.4680696404095454,0.46643582933636474,0.47217552252724354
0.43953320246208766,0.4678168934443819,0.4751108556931654,0.47894471500557706,0.4895004854032995,0.49969845656598677,0.5026813918081086,0.5064732427301176,0.5109066595372602,0.5137228633195373
0.41078721940561574,0.45304453050481436,0.47038192796893136,0.48163967078896,0.4993686335709623,0.5068186621048123,0.5079839423705647,0.5090499197283525,0.5091842063398379,0.5078280494056259
0.3216278870801388,0.35709323698605827,0.3704172937362724,0.3767338394178027,0.38969025210394836,0.40874288664452385,0.4186218068590718,0.43160590893923745,0.4478681878498091,0.4602321317986693
0.36838828599029816,0.44057766491601225,0.46207186322194155,0.469613307981381,0.47637697307030685,0.48284925999722744,0.48471668237762805,0.48707146807729673,0.4901438410833282,0.4927903333905005
0.440795886374707,0.4659955872325356,0.4769409100371361,0.48218166837958537,0.492545045395135,0.5019588309116356,0.50506537800846,0.5089376513336142,0.5122568571812331,0.5135202457779452
0.354117721003234,0.3920706039227013,0.41202511312343904,0.42215468183362254,0.4414218095586593,0.4568051948522508,0.46103820993199846,0.46542772889090245,0.4685727806411415,0.4693502778158439
0.41039521415876523,0.43599758426348645,0.4476657537721117,0.45326652269760065,0.4633688180209556,0.4747593096410503,0.480417641003993,0.48610136896087147,0.4900848789634519,0.49099802523936464
0.409720512455982,0.43540038158103755,0.4366285568287349,0.43768046174094444,0.43973457518194425,0.4419304503754987,0.4443971039808356,0.4478491956272469,0.4502886715717652,0.45066692308813067
0.4530530922109045,0.4466228820420062,0.4417030357612163,0.4344170300498697,0.42916860535635104,0.427901604847771,0.4299451630620214,0.4348101342195573,0.44346147864885566,0.4512151151269356
0.3997391638296881,0.43199932343337116,0.44023001894541364,0.4434440603347894,0.45339594708502107,0.46948089983393365,0.47352454058533694,0.47811355455627413,0.48212986284331344,0.48358076737904365
0.42037662768498796,0.423962155334881,0.42701023014425976,0.4309061657691829,0.4474171147737162,0.45575079414058595,0.4586394561569912,0.46296781298513495,0.46979958866381255,0.4763309507550752
0.42219482093544364,0.4576714390970847,0.4668400646090879,0.47180880791474983,0.48826613443581757,0.5007812815779704,0.5046165493841304,0.5096270251665079,0.515800337104632,0.5201371798569681
