Iyy/LOA^4 @ T/Dd = 0.12,Iyy/LOA^4 @ T/Dd = 0.25,Iyy/LOA^4 @ T/Dd = 0.33,Iyy/LOA^4 @ T/Dd = 0.38,Iyy/LOA^4 @ T/Dd = 0.5,Iyy/LOA^4 @ T/Dd = 0.62,Iyy/LOA^4 @ T/Dd = 0.67,Iyy/LOA^4 @ T/Dd = 0.75,Iyy/LOA^4 @ T/Dd = 0.88,Iyy/LOA^4 @ T/Dd = 1.0
0.0037352308722046375,0.006810554287552206,0.008093967705501998,0.00828986990586157,0.008590667591156247,0.009581416118859,0.009959969038342684,0.010490097599606214,0.011072420699346256,0.011318986559926613
0.004769842264218708,0.009812636265085276,0.01133297485199143,0.01391503101721122,0.014754532971601413,0.013737140674371151,0.013274397001871233,0.012284640580303182,0.010691684173938834,0.009287140612517555
0.0014135888205610164,0.00342163582887976,0.005060791925830706,0.0061324026527093635,0.008528775010412598,0.010143300151032252,0.009865789595564146,0.008955398426886517,0.006953726045843824,0.0049371026437647954
0.0009060162094376047,0.0017076361441446637,0.0022354534732487363,0.0025910755760181533,0.003331699749583617,0.00480201367105701,0.00518138127089307,0.005562824941847274,0.006033627474301996,0.006294144664051338
0.000785172067611595,0.0014621288282443779,0.0017622455440467917,0.0019132146629386422,0.0022335666110202814,0.002630887120759043,0.0028344578269005826,0.0032125171360336538,0.005242933450981512,0.005872772154514702
0.0019387002453704156,0.0037309957238789173,0.004894577023014777,0.005649486979465245,0.008214494901593537,0.009003311966748397,0.009231880594891296,0.009566651584109569,0.010169070111015097,0.010798021024177899
0.004498116493798676,0.0062375032796951535,0.006338588102713334,0.007917968625682234,0.009705586853303902,0.010749689909287931,0.010749091991289128,0.01062885142970864,0.010290256870851933,0.009877124931190731
0.0015654320050694501,0.0032508968337759017,0.004322505648615966,0.00495667225660072,0.0063114466747405075,0.010063625675006203,0.010351070001628371,0.01039907077972174,0.01020356366653299,0.009877837113034162
0.001496066448211746,0.00801453404807082,0.010551215688817832,0.011691775598986712,0.012766316306482313,0.01211264419010791,0.011486366437086825,0.01049254959300795,0.008923180240688697,0.007560738302200963
0.00475870629299205,0.007990641510808114,0.009058718823238622,0.009516963757231236,0.006791431417810578,0.012298509136200512,0.012636826839079745,0.01272547133377347,0.012334586405242503,0.011750460917922935
0.0005763550594169605,0.0013053669022177132,0.0018318738210162837,0.0022135344050932823,0.003213186488003637,0.004112326862884884,0.0043851113026018625,0.004893604642225648,0.005635894287523618,0.006469359456525528
0.001997517379578832,0.00610874540017473,0.008406798112499588,0.0098010435729081,0.01184724381921597,0.014628106509494332,0.0137278129583377,0.011632397973307021,0.008543617392505325,0.0061109921779590945
0.0034751288095914296,0.007736789064579399,0.009487221807380243,0.010334890786631882,0.011242233145086612,0.012384122230924293,0.012821437389186474,0.011560658037044593,0.008934027634848376,0.006427461039628466
0.009955974389560874,0.014868367612735923,0.01702006665126701,0.01973222322279294,0.02144700804004415,0.019320356694381407,0.017873427892124812,0.015496126015914774,0.011995392920017304,0.009167629260038418
0.002939760105398988,0.004314294521199369,0.004712090722370376,0.004890757058168965,0.0072123380486927785,0.008948554315220894,0.009139696305591763,0.009054567475189753,0.008651623247957348,0.008258842973004396
0.004842947419247405,0.007182676143652483,0.007637701815686425,0.008847236954525715,0.010615023017830074,0.010731833412179167,0.010724561264723417,0.010650515498736733,0.010386349528442099,0.010020923680339671
0.0019242782276033257,0.004127082086048427,0.005178368642577126,0.005700186667726176,0.007204851466767999,0.00772536253079511,0.007888816371969934,0.008140441064582143,0.008601945641684448,0.009093680390746492
0.000963332476079903,0.0018861432866744273,0.002306825236277711,0.00256346660760094,0.00324974902931502,0.00421295441119288,0.004640907227749875,0.006725211005274639,0.008834751114881804,0.01195265624505884
0.0008947816816901406,0.004210867886299224,0.0056352147105425045,0.006565646456119596,0.010011167310827587,0.012436505148139484,0.013371730077385957,0.014320376458832197,0.015510504633952517,0.01649350381102398
0.0007053395815199378,0.0019184758905608234,0.002570816119841922,0.00351756517396539,0.004937222687438806,0.006618294235040783,0.00711727426957,0.007823657998132533,0.008694341539644847,0.009106066876582459
0.013067522571354033,0.017445124205751485,0.01750948893922537,0.01728543091430272,0.016292278717205524,0.014433533950321282,0.013506524798332314,0.012055113700847598,0.009627564589409157,0.007669400877617052
0.0007267398835125856,0.0014749523446780188,0.0018393911869886757,0.002064313765002574,0.002674108053198348,0.003393168948576195,0.003729471904508599,0.004318934673046862,0.006015237765755159,0.006918363102038647
0.004137365797233938,0.008303039936728802,0.009940552936797253,0.01081095231981994,0.01153803426365153,0.011749309289227364,0.011846569884050619,0.012158522171268919,0.012667870114321004,0.012584652904937895
0.0021498971036733325,0.0030953505716887113,0.0037490015563615125,0.00411082541153602,0.004874865988943673,0.006891402269477925,0.007566073816157631,0.008585995821425453,0.009382664311173157,0.010010116615310417
0.000775856286327506,0.002365867718183843,0.0034093931224878737,0.003982631041249705,0.0058085303320601755,0.007035448910695604,0.007276101421220845,0.007437648905983768,0.0072588858584754674,0.006845758667605571
0.0025915106343681266,0.0058836650833958525,0.006862361143177531,0.00747291784848627,0.009088382842485731,0.00993039579093408,0.010233053489820069,0.011223876658235031,0.012108227374764073,0.012000731360379713
0.004208319209070094,0.007509883446667554,0.008386876126207402,0.008812299011193476,0.009611570766793155,0.00983513973457388,0.00997646797692162,0.01031119438334562,0.010322509567117246,0.01018118413310727
0.0035963630286338037,0.004069907567907431,0.004926975137653512,0.0052142942105174546,0.006033398578988609,0.008715177077074072,0.009481838461468712,0.01030581644156324,0.011724618407534452,0.013308087861023185
0.0042733651691384805,0.008096519351718288,0.009778518277188189,0.010660912754026518,0.012677135919260155,0.01448271462522346,0.015496609553204041,0.01605997517594781,0.01618191569032887,0.01571703548478052
0.0016443311868448325,0.0035586461300362174,0.004893719493906286,0.005650545116067913,0.006212243557200258,0.0076453424575791944,0.00854727044426734,0.009950407361364391,0.012445804372402084,0.015783108850396566
0.0014280049500425536,0.003184965196207242,0.00403737136540006,0.0045297057955719046,0.005626952081176219,0.007925401742466757,0.008558875360241375,0.009662423103344302,0.011269897884892079,0.011828675630076476
0.003135154651250733,0.004377995906616059,0.004859085032038965,0.005150202745071199,0.005747943818002105,0.006221659467054336,0.006430331178474985,0.006857363227504493,0.007975800763602924,0.008617264200590618
0.0015852008594729671,0.006099891095051835,0.007046601825191395,0.007621288001448614,0.008888682538515918,0.011278102152029982,0.01123505436328246,0.010959547229861128,0.009408092309211072,0.007792698911044577
0.0036798862672669814,0.009567386207621542,0.01098534588314358,0.011829165058843167,0.013562588318800977,0.01445258390955973,0.014536514103844652,0.014595243129181736,0.014689436535914887,0.014763645513328356
0.0014559385654184481,0.002550170556558773,0.0031691011307462356,0.0035793539894824937,0.004616754817746425,0.00684212772561561,0.0074170368231782306,0.008321071285789664,0.009192172371132,0.009808806670922977
0.001589731693590982,0.002215378332135,0.002577033507836061,0.007730031947139061,0.009552022547905926,0.010459309738029695,0.010873471917981532,0.011321869098655634,0.011803483393551743,0.01211874444360612
0.0017886726813590255,0.0031847058927266703,0.004193404561994073,0.004821988267713697,0.005704522940406605,0.0062968180647967106,0.006537457334379823,0.006763029400490078,0.008339579295084948,0.009392705301033153
