z/LOA @ T/Dd = 0.12,z/LOA @ T/Dd = 0.25,z/LOA @ T/Dd = 0.33,z/LOA @ T/Dd = 0.38,z/LOA @ T/Dd = 0.5,z/LOA @ T/Dd = 0.62,z/LOA @ T/Dd = 0.67,z/LOA @ T/Dd = 0.75,z/LOA @ T/Dd = 0.88,z/LOA @ T/Dd = 1.0
0.010286648032073974,0.021429433400154116,0.02828653208820343,0.032572218768234254,0.04285786680030823,0.0531435148323822,0.05742920151241302,0.06428630020046235,0.07542908556854247,0.08571473360061646
0.019267650839691165,0.04013985591602325,0.05298428980915069,0.061012060992355344,0.0802787118320465,0.09954536267173766,0.10757313385494231,0.12041756774806978,0.14128977282440186,0.160556423664093
0.009440321680908203,0.019666253501892092,0.02595913462249756,0.02989218532287598,0.03933150700378418,0.04877082868469239,0.0527038793850708,0.058996760505676274,0.06922269232666015,0.07866201400756836
0.006958815571670532,0.014496449107646945,0.019134992822093966,0.022034082643623353,0.02899189821529389,0.03594971378696442,0.038848803608493805,0.04348734732294083,0.051024980858917234,0.05798279643058777
0.0070025405854034425,0.014587542886257174,0.01925523660985947,0.022172545187110905,0.029174085772514347,0.03617562635791779,0.03909293493516923,0.04376062865877152,0.051345630959625244,0.058347171545028685
0.00771363067329407,0.016068980569362644,0.021210734351558694,0.024424330465431222,0.03213696113872529,0.03984959181201936,0.04306318792589189,0.04820494170808794,0.05656029160415651,0.06427292227745057
0.016412927147750854,0.034192514891147614,0.04513379965631485,0.05197210263454437,0.06838402978229521,0.08479595693004607,0.09163425990827559,0.10257554467344285,0.12035513241683962,0.13676705956459045
0.01308222365081787,0.02725354927253723,0.03597436503974914,0.04142487489425659,0.054506098545074454,0.06758732219589232,0.07303783205039976,0.08175864781761169,0.09592997343933105,0.10901119709014892
0.017161365029220582,0.035751760477542874,0.04719200383035659,0.054342155925865165,0.07150252095508575,0.08866288598430633,0.0958130380798149,0.10725328143262862,0.12584367688095094,0.14300404191017152
0.01834757160842896,0.038223024184226996,0.05045407192317963,0.05809847676002503,0.07644504836845398,0.09479161997688294,0.10243602481372835,0.11466707255268098,0.13454252512847903,0.15288909673690798
0.006337983605270386,0.013203049177646638,0.017427704914493563,0.020068114750022892,0.026405098355293276,0.03274208196056367,0.035382491796093,0.03960714753293992,0.04647221310531617,0.05280919671058655
0.026900110480194094,0.05604081350040435,0.07397355382053375,0.08518151652061462,0.11208062700080872,0.1389797374810028,0.15018770018108368,0.16812044050121308,0.19726114352142335,0.22416025400161743
0.02042229389846802,0.04254536228847504,0.05615955822078704,0.06466843067848206,0.08508972457695006,0.1055110184754181,0.11401989093311311,0.12763408686542513,0.14975715525543215,0.17017844915390015
0.012903043505554199,0.026880257303237915,0.03548161964027405,0.040857471100921625,0.05375951460647582,0.06666155811203002,0.0720374095726776,0.08063877190971373,0.09461598570739746,0.10751802921295166
