WL/LOA @ T/Dd = 0.12,WL/LOA @ T/Dd = 0.25,WL/LOA @ T/Dd = 0.33,WL/LOA @ T/Dd = 0.38,WL/LOA @ T/Dd = 0.5,WL/LOA @ T/Dd = 0.62,WL/LOA @ T/Dd = 0.67,WL/LOA @ T/Dd = 0.75,WL/LOA @ T/Dd = 0.88,WL/LOA @ T/Dd = 1.0
1.0262384522448866,1.0475837673263813,1.0465078351725121,1.0351034766884926,0.9848580472040382,0.9863068222042418,0.9831109244727685,0.9733486220543874,0.945281607248455,0.9059634030582947
0.9195883899246666,0.956735632211663,0.9747437548256428,0.9835725174713534,0.9660341337114708,0.9476916613631279,0.9398006108312232,0.9210122060347897,0.8896361165427464,0.8597450760249936
0.9713248685351911,0.8610454863610778,0.9078173440034722,0.9341916323860462,0.9911461453845906,0.9686537829864996,0.9523040839984928,0.9215875129877731,0.8597108219418441,0.7894485322362507
0.9457444055268119,0.9737607938936541,0.9739368068696901,0.9661753742822713,0.969770503314477,0.9990104521698232,0.9963997540924343,0.9883100628362144,0.9648938069223119,0.9319925293506387
0.9010521436306103,0.9122780164094916,0.9215229572710516,0.9309212678861604,0.9512166716466192,0.9691905246810941,0.9761600102327878,0.9866645071626401,0.9925703913570147,0.982215018271229
0.9586363165844553,0.9423212123291019,0.9650880872473737,0.9779261637495189,0.9993181548238779,0.9972239554549429,0.9959911472210633,0.9938702065564444,0.9900340033141083,0.9860646787142263
0.9963565245981876,1.0153997269025385,0.9477637639768739,0.9578270673428634,0.9727979783602831,0.985358198301018,0.9802680725311653,0.9702040573792656,0.9527335146660997,0.9353799168964422
0.7877403226920059,0.8578191024661803,0.8875459013407058,0.9006542617520061,0.9444059781030187,0.9637507453988251,0.9657998329850026,0.9671028582967388,0.9640345480096727,0.955503661130801
0.8564224800883922,1.0181605864814482,0.9748102768832299,0.988591039415061,0.9953076888756845,0.9838607081602762,0.9777076165273939,0.9661698969875026,0.9429775738010708,0.9166862766464433
0.9624190751077327,0.9952080715766638,0.9951384627700351,0.9874984343756414,0.9237632489319834,0.9656951599091641,0.9630395135934423,0.9591332854805952,0.9536855305270272,0.9496456970861604
0.9208353003670855,0.9611147155455493,0.994448767325,1.0119426638206692,1.0230135505779578,0.9598439671666087,0.9600798582342728,0.9601847222012513,0.9428999213735423,0.916294358251832
0.9032404969344097,1.0388343719960216,1.0523717836043005,1.0551631458545816,1.0356413751070037,0.9809695353282738,0.9696498450270452,0.9520267081057245,0.9246710754552717,0.9008284748182532
1.0027637797072608,0.955482476976818,0.9779613064695442,0.9892961842287302,0.9903973413043449,0.9741144406697251,0.9670164603956584,0.9552761909257473,0.9351915628297046,0.9155456531504601
0.9600749432009241,1.025816945059621,1.0377154868837626,1.033048855663679,0.9882781292640346,0.9924743543501032,0.985370980500227,0.9653901369339449,0.9316715368068849,0.8991733462150361
1.1978181563854964,1.1565815924259977,1.1050149601390884,1.0564822574812536,1.0454664970869647,0.9831098387243131,0.972645080559808,0.952319009721931,0.9098851929518732,0.8603815031218123
0.9299155506627192,0.9895346049137099,0.9715133277350029,0.9245748992082031,0.9265960088059598,0.9445792181090514,0.9510379454530116,0.9601064414461462,0.9715208945723364,0.9784069250815077
0.9755141745725933,1.0152658406995676,0.9427295175490519,0.942707510870884,0.9421856218194143,0.941001512028369,0.940312685855489,0.9389714287118123,0.936164155777281,0.9328830136442452
0.7134899130449117,0.8010483025305515,0.8434951664976345,0.8674306680393695,0.9191187672416248,0.9648943806533499,0.9765046096958111,0.9849124160498588,0.9867677498316757,0.9904592891870913
0.7511296918514792,0.9772957172719149,0.9409039548134631,0.9615801112944092,0.9974313957839632,0.997720920268361,0.996030750749297,0.9924408289874489,0.9842823734796624,0.9741967303243617
