Volume/LOA^3 @ T/Dd = 0.12,Volume/LOA^3 @ T/Dd = 0.25,Volume/LOA^3 @ T/Dd = 0.33,Volume/LOA^3 @ T/Dd = 0.38,Volume/LOA^3 @ T/Dd = 0.5,Volume/LOA^3 @ T/Dd = 0.62,Volume/LOA^3 @ T/Dd = 0.67,Volume/LOA^3 @ T/Dd = 0.75,Volume/LOA^3 @ T/Dd = 0.88,Volume/LOA^3 @ T/Dd = 1.0
0.00031151651815024294,0.001111974368820757,0.0018182222268740382,0.0023315901674504508,0.003701397966300067,0.005231309372239801,0.005912136612722008,0.007053218389511478,0.009035783209267642,0.010993646800317936
0.0008885009518297294,0.003757382054389416,0.006185992532954939,0.007798122413381283,0.011997627442939668,0.01612595821377588,0.017803697310047002,0.020424164155545082,0.02449374595100103,0.028034943985596417
0.00020026668935515263,0.0007263230432047109,0.0012325630304038343,0.0016230956683283165,0.0027473493754894317,0.004065590359152421,0.004634315325350593,0.005531232083090859,0.006898622008294518,0.008001698448398322
0.00010600188961292826,0.00033501007367400196,0.0005401271636700186,0.0006941284200690062,0.0010453750568760862,0.001558732521713393,0.0018004378384764218,0.002209104178704487,0.0029216424176367974,0.003631610152469117
7.410836341296091e-05,0.000270585586717462,0.00044453531946892795,0.0005661799514088359,0.0008860167642465098,0.001240712999584523,0.0014003367952171188,0.0016723272462999656,0.0021680010556037266,0.0027339668160663456
0.00013959629933765375,0.0005156605598682156,0.00087039752267537,0.0011390527132646901,0.0019391283688478568,0.0028947245592364033,0.00331576426499394,0.0040100909101863,0.005191191053061615,0.006342372111282003
0.000703295257316796,0.002276867174262145,0.003496014870517817,0.004353594229686067,0.0066821471968466556,0.009262225474268007,0.010376622997776034,0.012170475236673034,0.015071377100409684,0.01768123239134512
0.0003363185086296328,0.0011880079769638588,0.0019598585587239934,0.0025141300661317804,0.003999149650913946,0.005789304310678333,0.006620288667933114,0.007964271415219716,0.010152334013499558,0.012164920435446978
0.0006409820938065926,0.002557034872959681,0.004400510703547072,0.005751035348446433,0.009157317572153769,0.012648602771001658,0.014028495639813381,0.01611993053316083,0.019218033155572994,0.021755232205585145
0.000870254462549002,0.0031793874885274196,0.0050746109255958025,0.006358730455706419,0.009605840514474145,0.012951304850219685,0.014470937456932405,0.016941754774699818,0.020982609494279915,0.024706683046639463
6.590776673125512e-05,0.0002308917432532752,0.00038905648265668,0.0005109090234931184,0.0008758553331708901,0.0013188006330716526,0.0015197113836859335,0.001860880801048057,0.0024710216433201006,0.0030975043674602858
0.0011447732012950015,0.004073344961800924,0.006800734436364078,0.008848420197714271,0.014424024515714232,0.02042057922491483,0.02294980842302302,0.02665396583194711,0.03172365316903547,0.03541012805429824
0.0007802780327791625,0.0030875079716767262,0.005183043186016264,0.006634734446930968,0.010388994441146686,0.014315619637082076,0.016002072801511162,0.018638526334621548,0.022476714173320707,0.025338384670290107
0.0016603605072914595,0.004264427454468969,0.006133791678299436,0.0073531784321270634,0.010692120495402744,0.014052430259212883,0.015356272907484212,0.017326651814026407,0.020258339608696236,0.022697512800168722
0.00028646573981943186,0.001008117626959134,0.001584796090664233,0.0019754295454971014,0.0030209716763039073,0.004267651659533736,0.00481031606654405,0.00568791105821499,0.007111146300878096,0.008408711342850402
0.001531056479758542,0.00510797165515046,0.00764617628205266,0.009322064005436961,0.013522854658753438,0.0179020399718067,0.019708797240449247,0.022572664841271184,0.027144517044540496,0.03126317241094646
