WL/LOA @ T/Dd = 0.12,WL/LOA @ T/Dd = 0.25,WL/LOA @ T/Dd = 0.33,WL/LOA @ T/Dd = 0.38,WL/LOA @ T/Dd = 0.50,WL/LOA @ T/Dd = 0.62,WL/LOA @ T/Dd = 0.67,WL/LOA @ T/Dd = 0.75,WL/LOA @ T/Dd = 0.88,WL/LOA @ T/Dd = 1.0
0.716187239105685,0.794414978419919,0.831837658172191,0.851641226410994,0.889260595854967,0.914139739084126,0.920983691724324,0.928146255494352,0.935919575814341,0.933297019469932
0.897833825659393,0.935583736282566,0.953458413168869,0.957465050708127,0.965278510709432,0.97124086561601,0.973310859425262,0.966363543271881,0.947585477763556,0.930361587092457
0.85614128841673,0.929874194293466,0.940552595355287,0.916824094587511,0.863253156733026,0.814450403332438,0.7955231994106,0.76696151752179,0.725068625966063,0.691365123336151
0.677112389511597,0.774974325138047,0.822415483117416,0.849167121006611,0.906936398417916,0.952672412800807,0.956336875400365,0.950607702951162,0.95402505926983,0.971165543727304
0.658779152801977,0.779829207692802,0.838511389379655,0.871601733611249,0.939094754623014,0.871782719310163,0.844739996321911,0.804559460555096,0.74737162009679,0.703490020292166
0.840848974344004,0.86883179616407,0.883949048634769,0.893013050465675,0.9081680895471,0.925988142600371,0.934199713968426,0.948300594313813,0.97374073603588,1
0.91180082814286,0.932514982471745,0.942556713550215,0.948219154080448,0.960481984710088,0.961384617177581,0.936513907872474,0.896963986252239,0.83333379844769,0.775299817208691
0.855511788681448,0.95408782361695,0.968403777052202,0.972098037873009,0.964521713875727,0.933732378160016,0.914052425792128,0.87418202554963,0.787388624464144,0.683091418306742
0.808299556382412,0.838143644219476,0.852611339576863,0.860769539183642,0.878386897395885,0.893988992411097,0.900038803143348,0.918401967636978,0.961453654255536,0.956068083106184
0.978992600813395,0.965232319185149,0.956203679755401,0.950433583379284,0.932287979691853,0.909521239664761,0.898756741754456,0.879969438648975,0.845334291673962,0.808851541248008
0.624686013238193,0.702727883095799,0.740560739832807,0.750079172619129,0.766863500211835,0.780224507279874,0.785025375446205,0.803679095952536,0.855819949868798,0.927093657449728
0.796421819903852,0.857927143497923,0.887743592823849,0.904556836955583,0.940864515254572,0.973018965155527,0.985487062526272,0.996316946948544,0.961925229018824,0.921632168774127
0.900875336136819,0.932504721767834,0.947837969618109,0.956484259716369,0.97515565635147,0.99010626966221,0.992574221531394,0.992138020221447,0.97670609302117,0.956839715311907
0.957638601303891,0.962259278271775,0.9649697912921,0.966286036751817,0.968341730612652,0.968916502249152,0.968733506268626,0.967933955610861,0.965323973122694,0.987319783101898
0.874692022523621,0.932410374366394,0.960390894764693,0.976168859990584,0.994869364970391,0.975319729339198,0.966813021838512,0.952760563923065,0.928765789285296,0.905342557174425
0.613617434496273,0.771787118256344,0.848464005967526,0.891701399070143,0.979857791013614,0.967914554209338,0.956501608971844,0.930417143323822,0.85019146525185,0.737910668491532
0.867932347918898,0.907341973971665,0.926446839484644,0.937219900904051,0.960483973169324,0.97994102014061,0.986253039384025,0.995826593918024,0.977475839003742,0.945256920542528
0.559141431284923,0.68922972065911,0.749500970608721,0.782950055069474,0.857248947776534,0.926270384786519,0.954073849777488,0.960189832730627,0.930787967493143,0.906945205537426
0.877512139051194,0.932110260654428,0.927334758269771,0.916098201483784,0.888048485575787,0.858887596823199,0.846488520168688,0.826400893023962,0.793268433353245,0.770987012953163
0.640820953846861,0.705719195816034,0.737180327957352,0.75492097372312,0.793231310287755,0.828298647027585,0.846027309883417,0.87968147124574,0.938281035719986,1
0.683606195278132,0.754746895230132,0.789234442428297,0.808681691526864,0.850677443106493,0.885443712569196,0.891213203919628,0.897066268956324,0.897709931690471,0.888559501741237
0.577545815499363,0.694698356393418,0.751491210978399,0.783516196317743,0.852673111806261,0.907643696683414,0.926956413755105,0.951698067985956,0.961848408698081,0.96838643755162
0.966930601131131,0.993065375374761,0.990711145862448,0.983907168677154,0.967526193709466,0.951092401433262,0.944233166251427,0.933246549307172,0.915367254521183,0.893080867919375
0.69080476654065,0.814991877908282,0.875194761976795,0.885906588280848,0.867910168512672,0.847024137106607,0.837674862758144,0.822068227773736,0.795282688343971,0.753224337079616
0.720460668473483,0.832647147139129,0.822170588957929,0.798437541401695,0.740860128826414,0.682647941437036,0.65825078610552,0.619073032943478,0.602833003603245,0.617511947251334
0.880880024488048,0.902053756865988,0.914021955733567,0.921286851129386,0.938200838932988,0.954308818034324,0.960782591480392,0.970849570296062,0.98644438178917,1
0.85285136952255,0.902896921213996,0.927352702075026,0.941647143455466,0.971401379384722,0.995977100499622,0.997483168791004,0.994653522738942,0.988305137347281,0.980521780988979
0.951039706828808,0.941487700948455,0.933930738415879,0.92882684523879,0.915381274190482,0.886368190720274,0.872923726553476,0.849753870283015,0.807748730634109,0.764190004794011
0.899408867573228,0.951967021677225,0.97441784137214,0.984830903763162,0.998736972800476,0.98491425448766,0.973252423680511,0.949276948238579,0.896360867000387,0.832179062731012
0.775946815507344,0.814502200500219,0.831850294753223,0.840657736685575,0.855971788140313,0.886182629983854,0.897543059076179,0.913444416069238,0.933311381101974,0.945086667416823
0.925565813422523,0.948723663987669,0.959950058206431,0.966280522242567,0.97995095408351,0.989942998167541,0.991115509788816,0.992689456768951,0.935390428497301,0.875797490192464
0.813528570712457,0.894254869068685,0.931205773070688,0.950942943763393,0.989815963302822,0.982623219068949,0.976431473131792,0.964705415575349,0.940875003896522,0.913629823720893
0.786404769237037,0.819946655430052,0.839885677569913,0.8517152955953,0.878703013183455,0.904249493427848,0.914571276555651,0.930763028778726,0.956363999072659,1
0.821541230635443,0.866759657743776,0.888680541918001,0.90104153858859,0.927734718291951,0.942334510963315,0.932697068087844,0.917804470422655,0.904458470071434,0.900381200462861
0.844730975221296,0.973130023688621,0.974562020458348,0.97540785872185,0.977328758438715,0.979137602276992,0.979866206534062,0.981006852540662,0.98558954962438,1
