z/LOA @ T/Dd = 0.12,z/LOA @ T/Dd = 0.25,z/LOA @ T/Dd = 0.33,z/LOA @ T/Dd = 0.38,z/LOA @ T/Dd = 0.50,z/LOA @ T/Dd = 0.62,z/LOA @ T/Dd = 0.67,z/LOA @ T/Dd = 0.75,z/LOA @ T/Dd = 0.88,z/LOA @ T/Dd = 1.0
0.00918370768167641,0.0191316410034925,0.0252534461246101,0.0290795743253086,0.038262282006985,0.0474449896886614,0.0512711178893599,0.0573929230104775,0.0673408563322936,0.07652356401397
0.0139157424423177,0.0289900467548285,0.0382665417163736,0.0440643510673393,0.057979093509657,0.0718938359519746,0.0776916453029403,0.0869681402644854,0.102042444576996,0.115957187019314
0.0254912057424923,0.053105595296859,0.0700990657918538,0.0807199848512256,0.106210190593718,0.13170039633621,0.142321315395582,0.159314785890577,0.186929175444944,0.212419381187436
0.0219680074034699,0.045765598757229,0.0604102703595423,0.0695631901109881,0.0915301975144581,0.113497204917928,0.122650124669374,0.137294796271687,0.161092387625446,0.183059395028916
0.0238889713917279,0.0497676070660998,0.0656929213272518,0.0756462427404717,0.0995342141321997,0.123422185523928,0.133375506937148,0.1493008211983,0.175179456872671,0.199067428264399
0.0169980422103607,0.0354115046049182,0.046742866078492,0.0538249669994756,0.0708220092098363,0.087819051420197,0.0949011523411807,0.106232513814755,0.124645976209312,0.141643018419673
0.0228117805896731,0.0475234595618191,0.0627306466216012,0.072235138533965,0.0950459191236381,0.117856699713311,0.127361191625675,0.142568378685457,0.167280057657603,0.190090838247276
0.0202097469230996,0.0421025560897908,0.0555750540385238,0.0639953652564819,0.0842041121795815,0.104412859102681,0.112833170320639,0.126305668269372,0.148198477436063,0.168407224359163
0.02613827656009,0.0544536595001876,0.0718785105402476,0.0827690424402851,0.108906319000375,0.135043595560465,0.145934127460503,0.163358978500563,0.19167436144066,0.21781163800075
0.00724068498717937,0.0150836770566237,0.0199101337147433,0.022926669126068,0.0301663541132474,0.0374060391004268,0.0404225745117515,0.0452490311698711,0.0530920232393154,0.0603317082264948
0.0220501656571344,0.0459367617856968,0.0606362055571197,0.0698233579142591,0.0918725235713936,0.113921689228528,0.123108841585667,0.13780828535709,0.161694881485653,0.183744047142787
0.0134037170305932,0.0279233271470691,0.0368584718341312,0.042442937263545,0.0558456542941381,0.0692483713247313,0.0748328367541451,0.0837679814412072,0.0982875915576831,0.111690308588276
0.012875580147325,0.0268230419735938,0.0354060954051439,0.0407705037998626,0.0536450839471877,0.0665196640945127,0.0718840724892315,0.0804671259207815,0.0944145877470503,0.107289167894375
0.0208981691151322,0.0435367689898589,0.0574682150666137,0.0661753688645854,0.0870725379797177,0.10796970709485,0.116676860892822,0.130608306969577,0.153246906844303,0.174144075959435
0.0192326776034903,0.0400669950072715,0.0528881134095983,0.0609013124110526,0.0801329900145429,0.0993646676180332,0.107377866619488,0.120198985021814,0.141033302425596,0.160264980029086
0.0241847461372287,0.0503838044525598,0.0665063018773789,0.0765828627678908,0.10076660890512,0.124950355042348,0.13502691593286,0.151149413357679,0.17734847167301,0.201532217810239
0.0205239376368665,0.0427571200768052,0.0564390785013828,0.0649903025167438,0.0855132401536103,0.106036177790477,0.114587401805838,0.128269360230415,0.150502542670354,0.171025480307221
0.0147697718155423,0.0307692746157132,0.0406151224927414,0.046768777415884,0.0615375492314264,0.0763063210469687,0.0824599759701113,0.0923058238471396,0.10830532664731,0.123074098462853
0.0168826047253085,0.0351710098443928,0.0464254129945985,0.053459414963477,0.0703410196887855,0.0872226244140941,0.0942566263829726,0.105511029533178,0.123799434652263,0.140681039377571
0.0225069132892559,0.0468883193526164,0.0618922615454536,0.0712697254159769,0.0937756387052327,0.116281551994489,0.125659015865012,0.140662958057849,0.16504436412121,0.187550277410466
0.0110335116231454,0.0229853992148863,0.0303404069636499,0.0349372868066272,0.0459697984297726,0.057002310052918,0.0615991898958953,0.0689541976446589,0.0809060852363998,0.0919385968595452
0.0185193011484562,0.0385807940592837,0.0509263281582545,0.0586422869701113,0.0771605881185675,0.0956788892670236,0.10339484807888,0.115740382177851,0.135801875088679,0.154320176237135
0.0212895118014653,0.0443520662530527,0.0585444074540296,0.0674146207046401,0.0887031325061054,0.109991644307571,0.118861857558181,0.133054198759158,0.156116753210746,0.177405265012211
0.029702736813921,0.0618796183623353,0.0816807762382827,0.0940564999107497,0.123758236724671,0.153459973538592,0.165835697211059,0.185636855087006,0.21781373663542,0.247515473449341
0.0218151135121777,0.0454470698170368,0.0599898121584886,0.069079026121896,0.0908931396340737,0.112707253146251,0.121796467109659,0.136339209451111,0.15997116575597,0.181785279268147
0.0264247834500297,0.0550505488542286,0.0726664044875817,0.0836763142584274,0.110100097708457,0.136523881158487,0.147533790929333,0.165149646562686,0.193775411966885,0.220199195416914
0.00729165044241852,0.0151898550883719,0.0200502887166509,0.0230880597343253,0.0303787101767438,0.0376693606191624,0.0407071316368367,0.0455675652651158,0.0534657699110691,0.0607564203534877
0.00776489971548432,0.0161757910739257,0.0213517242175819,0.024586682432367,0.0323505821478513,0.0401144818633357,0.0433494400781208,0.048525373221777,0.0569362645802184,0.0647001642957027
0.0272162344971493,0.0566994052023943,0.0748428948671604,0.0861825759076393,0.113397810404789,0.140613044901938,0.151952725942417,0.170096215607183,0.199579386312428,0.226794620809577
0.0186060864289148,0.0387615967269059,0.0511649876795158,0.058917107024897,0.0775221934538118,0.0961272798827267,0.103879399228108,0.116282790180718,0.136438300478709,0.155043386907624
0.0182058360890858,0.0379277418522622,0.0500642992449861,0.0576496476154385,0.0758544837045244,0.0940593197936102,0.101644668164063,0.113781225556787,0.133503131319963,0.151707967409049
0.0156036946081582,0.0325066137669962,0.042908410172435,0.0494095329258342,0.0650122275339924,0.0806149221421506,0.0871160448955498,0.0975178413009886,0.114420760459827,0.130023455067985
0.00861188075609995,0.0179403349085416,0.0236809220792749,0.0272687890609832,0.0358796698170831,0.0444905505731831,0.0480784175548914,0.0538190047256247,0.0631474588780663,0.0717583396341663
0.0154935227567764,0.0322770890766175,0.0426054375811351,0.0490606553964586,0.064553178153235,0.0800457009100114,0.0865009187253348,0.0968292672298524,0.113612833549694,0.12910535630647
0.0278582531343347,0.0580369440298639,0.0766084461194203,0.0882156349253931,0.116072888059728,0.143930141194062,0.155537330000035,0.174108832089592,0.204287522985121,0.232144776119456
0.0294738412070252,0.0614027525146359,0.0810513133193194,0.0933316638222466,0.122804505029272,0.152277346236297,0.164557696739224,0.184206257543908,0.216135168851518,0.245608010058544
0.0090974582534142,0.0189519546946129,0.0250162601968891,0.0288064511358116,0.0379029093892258,0.0469993676426401,0.0507895585815626,0.0568538640838388,0.0667083605250375,0.0758048187784517
0.0257281879129322,0.053599308151942,0.0707507667605635,0.0814704283909519,0.107197616303884,0.132924804216816,0.143644465847205,0.160795924455826,0.188667044694836,0.214394232607768
0.0218214540712165,0.0454602793150344,0.0600072486958454,0.0690991045588522,0.0909195586300687,0.112740012701285,0.121831868564292,0.136378837945103,0.160017663188921,0.181838117260137
0.0287046605149783,0.0598002927395381,0.0789360664161903,0.0908959249640979,0.119599585479076,0.148303245994054,0.160263104541962,0.179398878218614,0.210494510443174,0.239198170958152
0.0149914896826752,0.0312311868389066,0.0412248466273567,0.047470883995138,0.0624613736778132,0.0774518633604883,0.0836979007282696,0.0936915605167197,0.109931257672951,0.124921747355626
0.00638574769803354,0.0133025577042365,0.0175590561695922,0.0202193677104395,0.0266041154084731,0.0329888631065066,0.0356491746473539,0.0399056731127096,0.0468224831189126,0.0532072308169461
0.0209659652784686,0.0436780109968097,0.0576546545157888,0.0663900567151507,0.0873550219936194,0.108319987272088,0.11705538947145,0.131032032990429,0.15374407870877,0.174709043987239
0.0257418524266008,0.0536277758887517,0.0707883441731522,0.0815136993509025,0.107254551777503,0.132995404204104,0.143720759381854,0.160881327666255,0.188767251128406,0.214508103555007
0.00988455104266116,0.0205917313388774,0.0271807653673182,0.0312989116350937,0.0411824626777548,0.051066013720416,0.0551841599881915,0.0617731940166322,0.0724803743128485,0.0823639253555096
0.0158288150726407,0.0329756147346681,0.0435274914497619,0.0501224143966955,0.0659502294693362,0.0817780445419768,0.0883729674889105,0.0989248442040042,0.116071643866032,0.131899458938672
0.0212040257917791,0.0441739703995397,0.0583093209273924,0.0671439150073004,0.0883469407990794,0.109549966590858,0.118384560670766,0.132519911198619,0.15548985580638,0.176692881598159
0.0299480778266982,0.0623907454722879,0.08235546402342,0.0948334131178776,0.124780490944576,0.154727568771274,0.167205517865732,0.187170236416864,0.219612904062453,0.249559981889152
0.0194914785150201,0.0406061635729586,0.0535998159163054,0.0617208486308971,0.0812113271459173,0.100701805660937,0.108822838375529,0.121816490718876,0.142931175776814,0.162421654291835
0.018518539117443,0.0385792064946729,0.0509242325729683,0.0586398738719029,0.0771574129893459,0.0956749521067889,0.103390593405724,0.115735619484019,0.135796286861249,0.154313825978692
0.0143710636943309,0.0299386326965226,0.0395186751594098,0.0455062016987144,0.0598762653930452,0.0742463290873761,0.0802338556266806,0.0898138980895678,0.10538146709176,0.11975153078609
0.0221392838968509,0.046122424785106,0.06088128071634,0.0701055656733612,0.092243849570212,0.114382133467063,0.123606418424084,0.138365274355318,0.162348415243573,0.184486699140424
0.0289086475333792,0.06022526569454,0.0794970307167927,0.0915418838557007,0.12044953138908,0.149357178922459,0.161402032061367,0.18067379708362,0.211990415244781,0.24089806277816
0.0290031405078006,0.0604221260579179,0.0797568863964517,0.0918411116080353,0.120843252115836,0.149845392623636,0.16192961783522,0.181264378173754,0.212683363723871,0.241685504231672
0.00670293082315073,0.013963355881564,0.0184313097636645,0.0212237809399773,0.027925711763128,0.0346276425862787,0.0374201137625916,0.041888067644692,0.0491484927031053,0.055850423526256
0.0135551801122213,0.0282388752337943,0.0372749953086084,0.0429225703553673,0.0564767504675885,0.0700309305798098,0.0756785056265686,0.0847146257013828,0.0993983208229558,0.112952500935177
0.0235721276783724,0.0491075159966091,0.064821601115524,0.0746429043148458,0.0982140319932182,0.121785159671591,0.131606462870912,0.147320547989827,0.172855936308064,0.196427063986436
0.0278782124002559,0.0580785258338665,0.0766633341007038,0.088278839267477,0.116156051667733,0.144033264067989,0.155648769234762,0.174233577501599,0.20443389093521,0.232311103335466
0.018380746234641,0.0382921379888353,0.0505453021452627,0.0582035297430297,0.0765832759776707,0.0949630222123117,0.102621249810079,0.114874413966506,0.1347858057207,0.153165551955341
