VCB/LOA @ T/Dd = 0.12,VCB/LOA @ T/Dd = 0.25,VCB/LOA @ T/Dd = 0.33,VCB/LOA @ T/Dd = 0.38,VCB/LOA @ T/Dd = 0.50,VCB/LOA @ T/Dd = 0.62,VCB/LOA @ T/Dd = 0.67,VCB/LOA @ T/Dd = 0.75,VCB/LOA @ T/Dd = 0.88,VCB/LOA @ T/Dd = 1.0
0.399801032473915,0.409792561729697,0.413775190997254,0.415884910774582,0.420319102556141,0.424370035112747,0.426037683539809,0.428998397871799,0.442309326286911,0.454626680852566
0.505899085533404,0.495389251186281,0.483776923998731,0.476129563644542,0.460214395401758,0.453661411129309,0.452777076088043,0.453417820822389,0.458966297010036,0.465452334380742
0.398624851539731,0.426505340439469,0.440094930758192,0.44895667658389,0.454706817358451,0.450710878424553,0.448001409324928,0.443117737146946,0.434710612600089,0.427235385524284
0.700420907739611,0.660116997493877,0.637711564402923,0.624727098738547,0.598338032077432,0.581113513784822,0.576620432669195,0.573511907944941,0.573559023364494,0.575520616104153
0.175382120440239,0.29098809999617,0.348890984084775,0.376338994963997,0.423319183410134,0.438609124511032,0.439053640940253,0.436909198892213,0.429976912411901,0.408426508757982
0.42023190603922,0.427126049755437,0.430012244421242,0.433256250193551,0.44168507430482,0.448620186104891,0.451103780941069,0.454719013120125,0.459891288083952,0.46395891928721
0.4722257356394,0.489830035565223,0.495114037949568,0.497622781378147,0.501577126133881,0.501546187614665,0.497436092073826,0.489953429005514,0.476610006333329,0.465093449135144
0.532951114771359,0.53632232700347,0.529632708796285,0.524428611240643,0.512914501783398,0.505506117195284,0.50388534387585,0.503063246370025,0.505408712342599,0.509273306348583
0.204850191464194,0.350263477786982,0.417240767298303,0.432612290662658,0.448466772918977,0.456956551573573,0.459930132734757,0.465413045580986,0.476958311927961,0.491919674278877
0.501604566060183,0.497213465057392,0.493381651746219,0.490819819382778,0.485232942619585,0.481723048380411,0.480842011088203,0.479883208924737,0.478894544828219,0.478136468602771
0.480416815453185,0.519668483716957,0.549783154114455,0.565601536325936,0.592041196614439,0.609705538810526,0.613256884358394,0.61561570725799,0.610825567709518,0.595914818109083
0.512221146394781,0.503113042005623,0.495760390633186,0.490312364916229,0.474496191164784,0.460528283816979,0.457573874484897,0.455368249675681,0.45866909688648,0.464992293776994
0.526797588682815,0.523824233379266,0.52219710688388,0.521302777959545,0.519544181698464,0.51828809072648,0.517737149474946,0.516792515321428,0.51641205050702,0.518522320839971
0.435327514480106,0.477914689780109,0.482615109300889,0.484024302979452,0.48559131045453,0.486312876554679,0.486571729879806,0.486991026285426,0.487743992071307,0.489227424686203
0.435201812416243,0.441740351855292,0.444874202232472,0.446732524553891,0.450918880229436,0.452429686838584,0.452729566899394,0.453331039750322,0.454707510052502,0.455085041787334
0.598465874502536,0.584969067796718,0.582146960875085,0.581326911282487,0.580648840499895,0.585941389425517,0.589574619305254,0.595984294442727,0.606822009296538,0.615630903702402
0.318291384355771,0.417399717090257,0.460178569255967,0.481296968623186,0.51755718976947,0.538101722312656,0.543006522640258,0.547109857252597,0.548864102896042,0.548412805665186
0.186748454389052,0.287787891351899,0.323847394547495,0.342746079426182,0.380183241550951,0.410581138070855,0.421970587875469,0.43735813297532,0.449073562964623,0.452095552161904
0.377710449129671,0.497659212839567,0.506342726467698,0.505244101862005,0.498782802552591,0.491204373011476,0.487787188084469,0.482038484338084,0.472367249062399,0.462873636918509
0.514351658226728,0.533833650828426,0.543720624741187,0.549305740156002,0.561015538840529,0.570271697874698,0.57328844691607,0.576825073371083,0.577319256028423,0.572742646032236
0.455500266023529,0.445968102061256,0.440489905398962,0.43724674267025,0.429790766513306,0.422579284541947,0.421424559553435,0.423013432837078,0.432661115692329,0.447528290768662
0.280138978642706,0.327388731796461,0.344173441128165,0.35346117113258,0.372993785670599,0.389940640379946,0.396794443714354,0.406728128682832,0.417663342116468,0.425336260208213
0.482888610234992,0.484187328705943,0.480533965174336,0.479406745701379,0.478653766091773,0.476664074337772,0.475934154440474,0.474965057136105,0.473768769766104,0.472979427155764
0.496561647044119,0.508912871810481,0.513664521405955,0.517258164326223,0.517466997934204,0.509215290249446,0.504415608347615,0.495472820282545,0.477826001602717,0.459394834279095
0.486538939855541,0.524506310471886,0.54090207427562,0.545836863375402,0.548792723392568,0.545178344721634,0.5425578230059,0.537255923220947,0.524447166166381,0.501593684578077
0.425890531908164,0.45223325411159,0.455294424323796,0.45584808732004,0.455976885430675,0.455253340069371,0.454749498103635,0.453685978362597,0.451224461359405,0.44809317244239
0.409291335249388,0.420605317500008,0.426362630094761,0.42971772213257,0.437407169980135,0.44505073103044,0.445929464073295,0.446320026490362,0.448928953092979,0.452304306377123
0.2428430414022,0.389635165031627,0.44633164977302,0.463296243525965,0.47603566315242,0.479621771548177,0.479708761385622,0.47898575488365,0.476519180129236,0.473594490843085
0.551109345749276,0.545502811139196,0.541921519986907,0.540015419366794,0.536761582048517,0.535164607775323,0.534904009850772,0.534888560958393,0.535941780361238,0.537878619068052
0.316814639584774,0.354054666740453,0.356779206520706,0.357212823104923,0.35808067060322,0.400520334499758,0.414264376146814,0.43226719599756,0.456444560105805,0.477018604436959
0.465250509327937,0.468172624736762,0.468505383865199,0.468352835863838,0.467417820698761,0.46620837396421,0.465852886823284,0.465531857150587,0.469095229118882,0.469973395519929
0.385111237712236,0.421010099754639,0.439154105200816,0.449412049534289,0.471086440162458,0.484058403459783,0.487982463277175,0.493053241001092,0.498878521084962,0.50027862204162
0.513257145357778,0.494342131310643,0.483540142983285,0.478159454104004,0.470117823371262,0.468621204823994,0.46966320824934,0.473028544783022,0.481999073759768,0.492052734805281
0.493000416767309,0.499012186604275,0.501139207983369,0.502158377674887,0.504338532664964,0.505680397227381,0.505504820321553,0.505561732281729,0.502068301563051,0.496592358331169
0.369189081581419,0.426854003350865,0.444913223949729,0.455404369230595,0.470005436129956,0.475541066449533,0.476803596819074,0.478238742408297,0.479776672782501,0.480223782813663
0.481262146988513,0.481495856503891,0.470596726815478,0.458380156531289,0.42745089765182,0.412754364009705,0.411766290983117,0.412790317616683,0.416532468461927,0.420199131807603
0.631884047893124,0.612145691827868,0.597091811636159,0.587225921910106,0.565084910367778,0.548776193746397,0.544247078973296,0.540258143705303,0.546771882556138,0.559787149011358
0.499126962005069,0.509939788595254,0.515027194596981,0.519618732111366,0.530887863837622,0.539882253086064,0.542576435501425,0.549374734953629,0.555947577160816,0.552805759734713
0.342031956404807,0.344366061678616,0.345122680044565,0.345530622879598,0.348928927700769,0.359526754100099,0.364512265710877,0.372586663111508,0.385216794672912,0.396702402212955
0.507589213326837,0.528125198819555,0.536508416242927,0.540574711470425,0.547818042546454,0.55101152410255,0.551588974113187,0.552228105137843,0.552043807060046,0.549037461315279
0.463585578182004,0.47134670520875,0.474093354889159,0.475586028680539,0.478857754512644,0.481883489220345,0.483090155462626,0.484963411661362,0.488091683043007,0.494866826807889
0.243024320011675,0.294261381019227,0.317345544422438,0.329959421079186,0.356400219474445,0.379133661506653,0.387820742936045,0.394380094823454,0.429828362585838,0.461025527445589
0.430191199815685,0.432455962831772,0.433991446702961,0.435055384771901,0.438198793346992,0.442665745367728,0.444775995277396,0.447501669674123,0.449830833488363,0.45097235225518
