LCF/LOA @ T/Dd = 0.12,LCF/LOA @ T/Dd = 0.25,LCF/LOA @ T/Dd = 0.33,LCF/LOA @ T/Dd = 0.38,LCF/LOA @ T/Dd = 0.50,LCF/LOA @ T/Dd = 0.62,LCF/LOA @ T/Dd = 0.67,LCF/LOA @ T/Dd = 0.75,LCF/LOA @ T/Dd = 0.88,LCF/LOA @ T/Dd = 1.0
0.407269072624834,0.419240921608422,0.424009339021402,0.426647868549733,0.432802367358674,0.439450206596581,0.442533396576253,0.473031781372595,0.50559371952774,0.52624463458296
0.508167597049213,0.472991674547451,0.451279797321582,0.438389670286334,0.428949703438196,0.441826915568429,0.448459169860046,0.469185448732708,0.501742804678401,0.516171186022766
0.414016775250079,0.447803913090606,0.475970610821612,0.478252027802493,0.451807795167796,0.427258333967077,0.417579462358027,0.402712931419966,0.380028373056745,0.359496940903428
0.676398293363224,0.619669716230567,0.590726730201754,0.575304060868421,0.550882220522874,0.544768439985236,0.549941757679001,0.564907010774492,0.5816340959648,0.600141874627717
0.246870196045614,0.384797358298216,0.422638232310597,0.439275211762143,0.467472088736005,0.445395377242869,0.4368119951253,0.422765768987646,0.396036673560628,0.255084622271448
0.427013492728028,0.430999235240359,0.441992684745064,0.450304321777172,0.462871902395079,0.470421343935473,0.473177250523584,0.477464360997987,0.48386096944238,0.487401111820256
0.482878849811,0.497521088659412,0.502724923850518,0.504870277762574,0.506346796633961,0.473936713128682,0.461071971378966,0.438269099121177,0.397835880154107,0.36302453983309
0.540389657361372,0.527444036699912,0.50683679596743,0.496421530787179,0.481857222622301,0.483021751633486,0.488709847449371,0.505102093698066,0.54305008920634,0.563896505662547
0.306872899797778,0.43665186140899,0.45702852385715,0.460039964370728,0.467376747099932,0.476719629788917,0.481335465440993,0.499871150780492,0.531692919558087,0.581444291008893
0.500336481161054,0.489833793889793,0.482570358266413,0.478237140508237,0.472998448117666,0.473677951025931,0.474452102700329,0.475315809705542,0.475238712486212,0.474025480528669
0.492784833509363,0.574034366029063,0.602137122124631,0.609553671932586,0.620186315986131,0.625769515166116,0.625228478563484,0.616522061222505,0.57824246593583,0.477645243351678
0.508157583786984,0.491757130951313,0.478145212469183,0.467836644466144,0.437699966851143,0.431506197233064,0.438929208398165,0.44723931386625,0.497436680739158,0.526095658176644
0.525108114039399,0.520368026009915,0.518378289644631,0.51742287679491,0.51592829121991,0.514763741741137,0.513215106295994,0.512679937289152,0.518237648197921,0.539243624162074
0.474655204715729,0.485468497946947,0.486187872171531,0.486425301891072,0.486920964628256,0.487652744956594,0.488048800145057,0.488800318027759,0.490333347442552,0.50271982197773
0.439955083766498,0.448470270387167,0.453264056579747,0.456397044434876,0.459864355980116,0.455708174058973,0.456261562609151,0.459913553105116,0.463323518390334,0.45461825650037
0.586295870574889,0.577838398135436,0.57823126650332,0.578947686918141,0.581683951341405,0.611327675164479,0.621956475113489,0.637980157582354,0.658763295121025,0.671981711745631
0.370847456226363,0.48170355773442,0.521023976873778,0.537414964886691,0.558136108128135,0.561996913503973,0.559861475097051,0.553519894809986,0.549868248016086,0.54463022793888
0.243837387097334,0.330413392730312,0.365602087826895,0.384372351584405,0.42131425508186,0.452295600964402,0.464099500116575,0.467255604052584,0.464057180407549,0.447347105258578
0.470440855164686,0.524012856436113,0.505939353442827,0.499941082205435,0.485154568615239,0.470406937183973,0.46263399897007,0.44993497879896,0.42820580168534,0.400544875950825
0.530150418374002,0.559689059383741,0.574082220733538,0.58172703392446,0.595384872719636,0.601596877662308,0.600827464980492,0.595144313086242,0.563332171644058,0.537265115111478
0.450377184624574,0.436729130055717,0.429349256121896,0.425102436581959,0.413542471252519,0.407831759107892,0.419562172354015,0.442098367259507,0.490337592752595,0.541548772024233
0.305675875807689,0.351538724965836,0.372344222024179,0.383606386282586,0.406428955361812,0.428855490962635,0.438622355825956,0.436623772283871,0.451450442216667,0.451979779082866
0.485933151660613,0.483599746151814,0.468836103538131,0.476776480774949,0.470894949376015,0.465470077670934,0.46480239176491,0.464145773587862,0.462936668395165,0.464188393112628
0.505214745956379,0.519165761413031,0.522542397967501,0.533885924045202,0.502536340395246,0.468694587266606,0.453161454993376,0.426152789067841,0.376274576188745,0.345866353169715
0.513114610291463,0.564384247340518,0.568739150890565,0.563172375339489,0.545439873411251,0.522520997598673,0.510812583391649,0.488771940534757,0.423506301031449,0.32022597716945
0.450926593086131,0.462967838234153,0.458891172259858,0.457535722385662,0.454885412812483,0.451162430302587,0.449073713590857,0.444896217550469,0.435603081618596,0.424114047047993
0.417635445782395,0.43241792972923,0.440059719019413,0.444495988858062,0.455425846903323,0.467116631909929,0.445722077195395,0.450917806748233,0.460794771710432,0.469788683675824
0.339398890292662,0.460960232997169,0.479406993571297,0.480018776525085,0.487813545091863,0.481624477024595,0.478727014780514,0.473940170130228,0.466434453107808,0.460447580267552
0.549597959287975,0.537598202808026,0.532662525759452,0.530697846401426,0.529805186164479,0.531636872601079,0.53304056262037,0.536913120753656,0.54879295282538,0.566157792565819
0.353996058604915,0.359832755775164,0.358291407481716,0.357905765022837,0.360128563596246,0.447798342139153,0.456746662473745,0.471963001492282,0.501264949262141,0.532540832215999
0.469010527819223,0.469702335317501,0.468336080347343,0.467134755024609,0.464103380378543,0.462279197933267,0.462868221446809,0.464005258914097,0.484383779104909,0.469728776391653
0.411028509107668,0.458656513414616,0.481409229375258,0.493668498140723,0.517822171381987,0.514595228737307,0.516243431300521,0.517729130512771,0.51575502359761,0.496066229336427
0.503515376237713,0.466974787182942,0.45533831607891,0.452107390293576,0.455662650040847,0.47470720199493,0.486770109100737,0.510699090793464,0.553587098839128,0.569512719094192
0.49818941884545,0.504288237634117,0.505860656985605,0.506723144517582,0.510188362915517,0.498862480553952,0.508377737268548,0.501610368089758,0.478128553721955,0.473996654722752
0.411589930683395,0.467719351975798,0.487847481066309,0.499427560351123,0.493320173690133,0.488586771914453,0.487621384990281,0.487033870971514,0.486021780753318,0.479901950452549
0.489873450270505,0.469314914919886,0.423808412747145,0.397314593215054,0.355188402838326,0.389603039439002,0.40984624144064,0.434842992189355,0.460476472982645,0.48206023150714
0.619799995878423,0.582250301678481,0.554187534999768,0.538597549534446,0.512073311127559,0.505292466493072,0.508131303423459,0.53566978850093,0.632855462864088,0.72942153308586
0.507598634553274,0.517229085771,0.5315985446824,0.541382538169764,0.556981776102093,0.56191777948573,0.560604554747081,0.579322174645019,0.563274255821476,0.520314827130478
0.344444499843166,0.346422226235251,0.347264025985424,0.347877300306339,0.377225467044901,0.400773491529902,0.411015320366799,0.422240554843395,0.440555159866786,0.45842466849071
0.525584842129581,0.551078715332698,0.557586094683564,0.56023044000406,0.564062498513014,0.556051675646768,0.556178053034852,0.554660620613418,0.546558053669982,0.523235322543387
0.471241594474363,0.478077039907601,0.48159697034957,0.483746192203746,0.488721515707002,0.493250120476738,0.49498731272078,0.497611025980663,0.511016447455647,0.543452766120619
0.281086374647081,0.338523028165278,0.363856081209418,0.377746777593003,0.40728726014624,0.433313421767109,0.443398821466415,0.436605347293338,0.534751661638073,0.564050779463438
0.43113630255825,0.43526357581364,0.438132038394345,0.440519783948546,0.448648534507881,0.463160481892605,0.465215103553949,0.463688269671672,0.459348476285839,0.458857792125271
0.621581840766853,0.600769914622742,0.587503558518539,0.586229709816012,0.597559091773559,0.610070039205907,0.608496259536901,0.60181818104923,0.585454186401133,0.581355542964365
0.385750889282993,0.473631206314311,0.490272925450326,0.497245854705669,0.505385308897698,0.510701174730459,0.514426764779741,0.527437133137884,0.527744037858774,0.530453250025777
0.711006744732697,0.659783864256327,0.632374572631867,0.61585144333085,0.57951497782482,0.550464116516421,0.540854121544458,0.526830467352722,0.519072964750341,0.526682771594367
0.585787477407296,0.582119084484756,0.578252730512528,0.576338949437534,0.574835072100382,0.572563852789257,0.566999095030792,0.549984604511522,0.479789338099092,0.327251805001992
0.475944998053427,0.468068859011864,0.464073974120749,0.430526733468799,0.457173428011029,0.479053478068783,0.486242792416316,0.497256782145568,0.513298968761265,0.525280238264579
0.488579250295176,0.492494871091165,0.489921266713123,0.487750178637792,0.482103381320042,0.48070924356653,0.510584388289879,0.512141135695307,0.527057625167382,0.544809525108548
0.42730180731438,0.435234360943864,0.437093277995244,0.438565022465243,0.445250219614545,0.459714232731162,0.468094834983373,0.484343716263554,0.505016460891814,0.522412838988394
0.24844514195552,0.381567613352821,0.42900792099653,0.465869271973308,0.509835643887977,0.49724331483593,0.491612268797899,0.484679055381484,0.482821420247461,0.479913863526538
0.479322847167982,0.479955206633068,0.480866497090472,0.481976245311618,0.484306191335826,0.486196502341556,0.486859852639591,0.487773418279447,0.485603941499226,0.48285388158086
0.482503281762846,0.509555400112205,0.520679239635434,0.526738209628174,0.542864563693031,0.53252668882271,0.517512390068756,0.490447189961781,0.433836451338472,0.360561644262518
0.465683596388261,0.420136631709614,0.386803200065206,0.370493231599253,0.356010725742849,0.398165290319241,0.412562661567979,0.439583529570805,0.48702108715417,0.533529080391304
0.519750201762152,0.527204511879924,0.527985248828638,0.527547853010232,0.525623742077328,0.522572436681008,0.520441833925194,0.516254472781513,0.507582501126282,0.496895091974083
0.362987232010964,0.420149140043119,0.462052157168794,0.469182006566451,0.491329025487355,0.489384867787639,0.487704615139798,0.485575905086466,0.484194338066697,0.489385975702929
0.51738156925768,0.495022318479895,0.489479528374248,0.487673396484079,0.485014444027885,0.484667276045228,0.48518576543788,0.486747613664608,0.493467587405407,0.426915946377653
0.559247334589055,0.556491114433331,0.554386542215561,0.552742075271511,0.547380663594512,0.539615237245256,0.535601186770594,0.533694885671695,0.535379965964247,0.553370499155366
0.466579846161026,0.453899447230023,0.447304902636146,0.443930616258234,0.440687658199115,0.462498716481058,0.474862303184842,0.490540903789558,0.506240877861755,0.519018885593061
0.56968846726701,0.55541534348848,0.547604488316952,0.543091505776262,0.525191752354539,0.513083436491776,0.511649957064373,0.524344533920091,0.545544085559374,0.56644066297066
0.536190414075445,0.529905324260841,0.530355519922157,0.530516743849167,0.527960125903618,0.524284675377588,0.522370068407735,0.5191592808007,0.514849067904057,0.512440716870499
0.528556358655137,0.512731187675188,0.500107346413667,0.488752019186635,0.469098963604148,0.481672815219255,0.492305648388306,0.51566009364909,0.571532870059557,0.650747609521365
0.567509092796983,0.519022721959581,0.489915160227686,0.470055105729202,0.41078386894932,0.372494031039619,0.366604971208173,0.369428523750312,0.404788571969453,0.453183974186447
0.442951633189828,0.462759929482137,0.472530644777722,0.479413004636041,0.492168917200041,0.49931472547897,0.501441390552084,0.505081426879476,0.514434451611355,0.548071030050703
0.42192362692929,0.425336892686596,0.4262160258068,0.427089764899963,0.431068551010576,0.439047017621244,0.444225019445285,0.454282475755381,0.492889646497147,0.534709506367962
0.518125991316759,0.491235249357726,0.476447137846662,0.467197634359003,0.44420609897288,0.419423977791406,0.408495719141999,0.39018088730593,0.357588413971637,0.321848101574245
0.349083160383912,0.479904322131088,0.504048655235346,0.510815184456714,0.516443822767713,0.517222054992552,0.523193339312604,0.529865218879229,0.545083350448124,0.562960992528107
0.540045137665354,0.517533768466767,0.51178742488549,0.514330597148515,0.51638963829142,0.526709927613463,0.537712780459069,0.54224682130508,0.558754318428936,0.587236623207683
0.499850589956312,0.579505686245225,0.611174156459261,0.621587852323557,0.627033192954434,0.617514992451647,0.608873181265377,0.588962135523516,0.539766678686376,0.475320131521341
0.512155106972181,0.498165853073908,0.491477274968527,0.488061478695758,0.482275414149071,0.496512741655299,0.488321598990792,0.475712668276451,0.448672838023574,0.425662508991864
0.235318034471848,0.263135616676547,0.287466156251991,0.308034671670669,0.393169342841659,0.46293645019489,0.485565908688307,0.512240318310713,0.531233264993142,0.532230040868954
0.528253303539539,0.529815685461292,0.52790208902619,0.526254125345288,0.518574512989954,0.51794130992944,0.51968824480069,0.524383564632036,0.533593005831602,0.535762725377668
