Ixx/LOA^4 @ T/Dd = 0.12,Ixx/LOA^4 @ T/Dd = 0.25,Ixx/LOA^4 @ T/Dd = 0.33,Ixx/LOA^4 @ T/Dd = 0.38,Ixx/LOA^4 @ T/Dd = 0.50,Ixx/LOA^4 @ T/Dd = 0.62,Ixx/LOA^4 @ T/Dd = 0.67,Ixx/LOA^4 @ T/Dd = 0.75,Ixx/LOA^4 @ T/Dd = 0.88,Ixx/LOA^4 @ T/Dd = 1.0
0.000187068752363626,0.000351270925348954,0.000429009252929875,0.000472422347304237,0.000579402270620174,0.000685249844238287,0.000727106515700286,0.000862047171269286,0.00104225952195608,0.00113507734074164
6.03867314608128E-05,0.000162252381931063,0.000280156697461959,0.000376051023138805,0.000566062873377351,0.00051756584401763,0.000450378715682318,0.000342880855741186,0.0002665906099988,0.000261219722609324
5.19856617261511E-05,0.000329807965791653,0.000526456547752153,0.000635000305341798,0.000759679341464105,0.000789196181165218,0.000775271325687095,0.000722830036788026,0.000564332082718466,0.000350343202065619
0.00010973028254654,0.000476851432875726,0.000975373153175586,0.0014292572119518,0.00280076754387731,0.00369073425665076,0.00356190546615342,0.00311056245487841,0.00208900586799526,0.00112456832070278
3.23797715289569E-07,8.67787062497744E-07,4.35028118120844E-06,1.1550596449161E-05,8.46489944580638E-05,0.000180056284494221,0.000210877108289922,0.000249003534989138,0.000345187223035096,0.00218119206564851
0.000206048750529458,0.000633290405714797,0.000903291983976014,0.00108527098417025,0.0014445992968413,0.00170959500265478,0.0017863569426098,0.00186135859096014,0.00186730609946281,0.00182735466273389
9.02784791694844E-06,0.000246220600524772,0.000701973728266117,0.00116766765228988,0.00247738032969905,0.00270072071261706,0.00266791635776406,0.00243751986416126,0.00164195818517152,0.000751895467710405
0.0013099423472912,0.0025913069592944,0.00324939708968391,0.00359403956423832,0.00388529707227012,0.00307986307350925,0.00254318458055688,0.00173939761650249,0.000870889757069101,0.000516082793063347
1.13297020666878E-06,2.34416555381321E-05,0.00061288107800715,0.000897015042043387,0.00141129613437975,0.00167048585766915,0.00172381708125399,0.00185359269323298,0.00204543091371021,0.00220497300834079
7.24690417493861E-06,2.19790565809293E-05,3.68431467998724E-05,4.87832324673995E-05,8.47857568081191E-05,0.000130311458200338,0.000152735681801825,0.000193657057697183,0.00027353924439641,0.000360492592624705
9.68937781719126E-07,1.45890407005501E-06,4.32460922117574E-06,9.75842156206058E-06,8.20284763439057E-05,0.000669626938885301,0.00076750361881586,0.000817007695210519,0.000660799112896996,0.000268182220313087
3.54252429080516E-05,0.000209576819102303,0.000473833883409512,0.000764609979696072,0.00182365822485332,0.0018225097147395,0.0014251870067646,0.000919280686750401,0.000538376916585487,0.000377654365118517
3.15991067445836E-05,0.000111482132252887,0.000198452914649909,0.000271261440293678,0.000516628387572517,0.000884281356373676,0.00103921997357924,0.00123608710116139,0.00161534269839404,0.002212002024374
1.77956161739655E-08,1.79936237463008E-06,1.32076612226951E-05,4.3768243951996E-05,0.000146280354261309,0.000259969461781546,0.000320323811731415,0.000434121706603898,0.0006669483744748,0.000953409221183511
6.1076717391687E-05,0.000160262190380516,0.000208576354182012,0.000230739127493751,0.000251049412845454,0.000222126037539295,0.000198678264057959,0.000157970941897027,0.000102517039002036,6.01335137716478E-05
3.31776667980239E-05,9.35912170417672E-05,0.000164985680977779,0.000230834252447069,0.000468111282867956,0.000602154383523609,0.000626843514354121,0.00066838526310027,0.000730447623759529,0.000762834057132176
1.52886095696148E-07,4.61581320261381E-07,1.30689432694917E-06,2.69483569665882E-06,1.42514718442907E-05,6.46246790776792E-05,0.000109019289653439,0.000219504221940568,0.000429712686175868,0.000565647714395964
2.70870798602645E-09,3.52335503163098E-08,1.60482628889751E-07,3.78103681441847E-07,2.27060717351359E-06,1.01553845080223E-05,1.79411637130554E-05,4.18624741883733E-05,0.000169904968838557,0.00121946718710994
2.097676496498E-07,2.48176316870811E-05,9.11388211506828E-05,0.000166983518610224,0.000394288148719707,0.000549830193017885,0.000588802162584021,0.000621618445258976,0.00060384897432361,0.000547606563938619
0.000175236893573833,0.000273760888305244,0.000310196140265652,0.000334366810930798,0.000398308129511497,0.0004732032095538,0.000509501360850229,0.000575422775209354,0.000673647792774509,0.000858284997308425
2.15193523991136E-05,0.000144544227755867,0.000315700055124566,0.000473217728670279,0.000803704131710745,0.00111111262907319,0.00118741913695849,0.00128451282066511,0.00139246557593769,0.00148534589156853
3.65668143288476E-06,3.7598247141743E-05,8.38178585507854E-05,0.000127156881983232,0.000289335641719024,0.000544771471915964,0.000679258685733489,0.000869545080435264,0.00129904430866304,0.00166870405374407
0.00395854911904895,0.00444318901681505,0.00398871538783443,0.00374639374854854,0.00281856447846885,0.00189350333781773,0.00157308079743779,0.00114943668388504,0.000652216286938745,0.000348518088961033
6.64852896829015E-05,0.000322112320625207,0.000466405356916399,0.000545428944057835,0.000563438692043183,0.00061256766605932,0.000650768469210024,0.000739137350289691,0.00096595105490511,0.00117651531539322
9.4286492813455E-05,0.000278030197602568,0.000438834897455501,0.000553355636587892,0.000785014504662578,0.000865327525731526,0.000870398043115466,0.000866425472316038,0.000962372291478348,0.00210437135037502
0.000146429845235916,0.000549414895322597,0.000700923743791602,0.00076573556465505,0.000886154604144006,0.00100624318049819,0.00105378456242938,0.00112386426001721,0.00121296346777279,0.00125376678019809
7.47397381999038E-06,2.643756479377E-05,4.72417845453347E-05,6.47830019640078E-05,0.000124439827551311,0.00021521767482307,0.000245212590792562,0.000332378421523116,0.00052177928084629,0.000759818685624664
7.95272437603956E-08,4.26173291253858E-07,6.36227860038495E-05,0.000105818783390023,0.000197952228385792,0.000319000807432763,0.000382618465621845,0.000503838008521158,0.000763036987863392,0.00109006708250818
0.000406030829161407,0.00100794364478787,0.0013133694325809,0.00146321842967418,0.00166453032810103,0.00161383104412374,0.00151879992298061,0.00128753374438164,0.000765088773268428,0.000342077793163995
2.21142940998261E-09,1.2456704225652E-07,6.76835916618476E-07,1.64935478395155E-06,1.04751265582445E-05,8.65358070178951E-05,0.000171942240900904,0.000406477832083024,0.000983002439032792,0.00158896716932572
8.11424749176273E-05,0.000313679036182077,0.000481253895382671,0.000565051314805706,0.000693752850545338,0.00070959129329845,0.000681035110816736,0.000598114004789611,0.000420713678676148,0.000205429793281587
2.18188511863789E-05,7.47371967743089E-05,0.000132709576452371,0.000181350629864119,0.000344646209225398,0.000544729148183459,0.000619882995596347,0.000752532391529037,0.000993032591142553,0.00118063756591981
0.000134894342470747,0.000311017302861031,0.000473262841469607,0.00056216259957351,0.000620470064274415,0.000471466360644684,0.000394627553127684,0.000297406190386858,0.000234905807103527,0.000260397676071403
8.11042180402864E-05,0.000226037056715343,0.000360198344588672,0.000467010542894895,0.000802464288041099,0.0011829514070724,0.00144888257329487,0.00186028527433514,0.00231339838914538,0.000143330502370925
0.000182829110677424,0.000630986223176682,0.000973946085458849,0.00121571507858886,0.00149362939904414,0.00159029445914845,0.00157548827972744,0.00148611057993994,0.00119638463671241,0.000826788300548923
0.000544472337474225,0.0017086257169265,0.00320282866284279,0.00506840712266144,0.0103547789209454,0.00355569925753292,0.00210178364537587,0.00115633299106814,0.0006210432862227,0.000365779993988603
0.000292596973250622,0.000691837524243394,0.00108175612549478,0.00140078090979988,0.00222749389473341,0.00254648437333095,0.00245979558473013,0.00200969499189162,0.00122906482864449,0.000855522407907731
1.11361930500104E-05,2.94644107487368E-05,4.4704999169829E-05,5.61166760338102E-05,9.13777169454931E-05,0.000139447897575873,0.000163999868659804,0.000235204812690327,0.000372219938787578,0.000535840728987892
0.000138283291329173,0.000239310100778918,0.000282152237032968,0.000311159609964031,0.000430483693591092,0.000562663869166197,0.000627245897860126,0.000725535973857225,0.000906879808935792,0.00110214871531531
5.40426508691398E-05,0.000130094597462972,0.000203492761011292,0.000260819503406284,0.000436115406202131,0.000642315594047675,0.000751083390036463,0.000944554400225263,0.00131324763269487,0.00167218601139026
0.000162564973414736,0.000369089715850941,0.000454761764810153,0.000504251835601901,0.000642216769409242,0.00081403855841885,0.000898016605925582,0.00105053729255535,0.00139157936295263,0.00180929122104243
2.42971482982607E-06,9.80975338531435E-06,1.8715539851032E-05,2.64807423189859E-05,5.34278075330452E-05,9.39996302642901E-05,0.000115338811708629,0.00013858291204973,0.000368329694039303,0.000607466025859203
0.000211079541916623,0.000833670902996826,0.00129437200623995,0.00147469489659897,0.0017071810637444,0.00170716643204043,0.00166456527403279,0.001577982678668,0.00142700266285051,0.00129934903772817
3.81294423695363E-05,0.000294715481739762,0.000692034159726991,0.00105219933330023,0.00213236748829018,0.00269217275828659,0.0026391237086426,0.00221311390359952,0.00138813397347379,0.00070175328234571
1.04362226035931E-08,1.77574554607352E-07,1.10091860895431E-06,3.39293609995896E-06,2.64050646426147E-05,8.92783954613753E-05,0.000132875569619826,0.000239097155362848,0.000472994686401933,0.000793100835762846
4.66694361505535E-05,0.000104570493137165,0.000127225122286374,0.000138120296349374,0.000151595039258809,0.000148455340565845,0.000143900998664881,0.000134356062954468,0.000112390747245291,9.91870029584122E-05
9.78894229052706E-05,0.000590069238675983,0.000673353704680999,0.000654409072209497,0.000482368257330341,0.00033650737296769,0.000288425026452135,0.00023201090918727,0.000269718466326309,0.00239096893418706
0.000397823919939655,0.000620525826155956,0.000687435645296269,0.000639519258356544,0.000796563850275048,0.00101237260161386,0.00111604056011815,0.00130664897518319,0.00168363332322454,0.00210295749755673
0.000313431548996215,0.000583016693193769,0.000676791471207618,0.000716074842767783,0.000802202567730828,0.000913352423448631,0.00107122585221502,0.00114514013127979,0.00129276987704475,0.00141515732018813
8.08262801226387E-05,0.000247897155428825,0.000392325497591791,0.000495410603317224,0.000768395938687968,0.00103600941783107,0.00113083702758305,0.0012547661044771,0.00125945198421457,0.00110609075061592
4.4158965346519E-07,1.4306232211019E-06,6.42602059056005E-06,0.000130491092306521,0.00224261133477773,0.00177649008346153,0.00157675543354975,0.00128181779211518,0.000864994155578788,0.000553354246059833
0.00445973361196387,0.00717471786793624,0.0064930667314561,0.00608706186676406,0.0051917042226567,0.00439961426756497,0.00409769823535327,0.00364670631845012,0.00297607678939081,0.00248953242025596
