WL/LOA @ T/Dd = 0.12,WL/LOA @ T/Dd = 0.25,WL/LOA @ T/Dd = 0.33,WL/LOA @ T/Dd = 0.38,WL/LOA @ T/Dd = 0.50,WL/LOA @ T/Dd = 0.62,WL/LOA @ T/Dd = 0.67,WL/LOA @ T/Dd = 0.75,WL/LOA @ T/Dd = 0.88,WL/LOA @ T/Dd = 1.0
0.968362540940472,0.977888867636701,0.981437283090773,0.982736091724601,0.985363500273949,0.987487962471435,0.988260583860641,0.989384026616437,0.990961636109584,0.892598541640246
0.948544568814647,0.973507752234157,0.985944893522689,0.985328629421512,0.98105383512215,0.976802611826142,0.975038225505877,0.972223719144665,0.967672489654623,0.96349590786923
0.883990956475185,0.915236334910021,0.932985310747173,0.942993801719589,0.964606815336835,0.983171671191487,0.989889319960134,0.994560113777654,0.94050175454526,0.888589270025355
1.08677438381493,1.08145413281101,1.04920208360053,1.01029442171857,0.970707129304886,0.97518065562851,0.968768192201681,0.948475730069514,0.875247131471448,0.779805052596733
0.806579355446511,0.753564285382059,0.785538746780644,0.803568853516624,0.836784015652538,0.869666950577033,0.883322769891905,0.905126604566222,0.951855145515356,1
0.933245897099973,0.969975843761566,0.98778163576993,0.994047768583805,0.983082883184003,0.970920535851206,0.956364657751101,0.92432832267173,0.849308586604842,0.754828070276167
0.949223029025238,0.872002004646543,0.913096598750293,0.936269467930848,0.931555737861493,0.923634709121943,0.919989700225818,0.913812554264374,0.903526733215769,0.898054082340514
0.824703136498307,0.905953575260953,0.941506236043141,0.959163712935753,0.988112401330471,0.989526812225394,0.976916933723682,0.950992430103113,0.893774779422883,0.824375703743544
0.933903335317821,0.929154045634765,0.914821505599896,0.905741145217266,0.883676335000504,0.861332242218228,0.85195969365053,0.840507919270369,0.828463092397254,0.822271643902471
0.695701802772931,0.747582474453552,0.772733075800164,0.800317764850218,0.853324773285799,0.880064372127877,0.887324433826148,0.894191479211581,0.892884162966931,0.877978217207056
0.620706067853584,0.638025217196073,0.598833435885875,0.583233387987433,0.574641562997627,0.611628040022047,0.639173856255408,0.698094427529311,0.832814427263282,1
0.796954851365793,0.80006176835465,0.803322278190479,0.806107680983178,0.809124162905387,0.807030414206088,0.815456514765233,0.853465878580079,0.910561100152061,0.95813251937549
0.650456535747496,0.83535276509966,0.845115809421506,0.850621120733088,0.862509692097566,0.892536419878188,0.905782151513455,0.925026936508716,0.943661093943507,0.955159919352695
0.528461191563558,0.639417168935086,0.693205930318482,0.723536911277626,0.789035639406226,0.862399077971511,0.892824466349254,0.914069384027497,0.910078193476065,0.892641760043917
0.748335825855883,0.886273446394157,0.894638710695778,0.886105947072547,0.862999944189639,0.837195686538921,0.825839981200923,0.807065955040543,0.765579817601382,0.722602953682473
0.967789267795428,0.98788343540667,0.988754522085276,0.989332246500128,0.990823280928195,0.992461838884388,0.99318811129631,0.994403419540544,0.996518135448459,0.998623851243717
0.980236964896217,0.959427798319043,0.946298657830937,0.938019567862832,0.917986886338826,0.896318301393884,0.883124377855925,0.861809657510151,0.826636574900035,0.793579375514619
0.922045457153019,1.03266096344243,1.06364850093768,1.05520628742039,1.02129845217413,0.999164627437317,0.998490098590862,0.994727475253129,0.986237119715016,0.975788777664124
0.994828289442893,0.989925744410401,0.983821577060755,0.977998519811715,0.975203735631564,0.988560588417169,0.993713966876744,0.997010788430175,0.992234261579465,0.978423001334099
0.83002257832571,0.725642381814568,0.753224059178278,0.770904026185619,0.817169533128168,0.871122542132558,0.892797039728166,0.889671192781071,0.897635416426646,0.9193207711485
0.959005955997968,0.994785876431733,0.987958073513309,0.983643390106088,0.973183150934668,0.961012043782147,0.951692835608916,0.935641813717236,0.906565645005164,0.876436809998317
0.861439380062125,0.855874306402134,0.856712086237793,0.85929069090731,0.855826406193765,0.843579735620942,0.841916172567635,0.843462454042484,0.857021115134478,0.881675212950567
0.701985329181836,0.706516744968786,0.708713467866305,0.70995217985175,0.712627137257997,0.727299011892576,0.761026024055563,0.814957878396964,0.907685022308835,1
0.843139712640121,0.902470873683682,0.931233226626144,0.947452056994349,0.982476086433928,0.959128302291966,0.94462496637971,0.916576019884475,0.856851560228088,0.79647883073143
0.827781269168005,0.866081563941456,0.88810059999983,0.900516946491236,0.927329657286626,0.951075264154416,0.960282777291436,0.974327209282112,0.991635098691472,0.96878504986997
0.866471557618564,0.89978292449437,0.915931501898888,0.925037539979673,0.94470173162128,0.961132140208801,0.966570004661581,0.976344552855724,0.979501171425897,0.977326343569091
1.04123441579202,1.00912490351428,0.975784727781255,0.982699393425474,0.987411420198989,0.975347205881756,0.965369128760988,0.94334611830721,0.891656247785886,0.826467270014622
0.715778138793536,0.833352131820658,0.856963844923996,0.870659731111055,0.901173928661768,0.929268613654333,0.940433186288519,0.941756490634663,0.901552320739689,0.846098468347635
0.775525309713076,0.817421994318269,0.83773263599263,0.849185641243711,0.873918060364933,0.902098312069792,0.916282634247466,0.938612323645128,0.974094792223273,0.947744280771683
0.649149327047117,0.671288055559666,0.681455915055253,0.687026951850632,0.698657593217216,0.708501446628853,0.712203127884194,0.750931959851917,0.846944861108722,0.968659565270098
0.928466353626222,1.00364237887436,1.01089869851534,0.996029982080435,0.959417924223247,0.919538819301217,0.889655532304702,0.861966417807131,0.809915981364176,0.754115990159248
0.657270535762924,0.748537816043555,0.790990382134594,0.815515270896363,0.869918238765412,0.91974420125537,0.939480580179096,0.970015331016701,0.968722915524828,0.952267518806126
