LCB/LOA @ T/Dd = 0.12,LCB/LOA @ T/Dd = 0.25,LCB/LOA @ T/Dd = 0.33,LCB/LOA @ T/Dd = 0.38,LCB/LOA @ T/Dd = 0.50,LCB/LOA @ T/Dd = 0.62,LCB/LOA @ T/Dd = 0.67,LCB/LOA @ T/Dd = 0.75,LCB/LOA @ T/Dd = 0.88,LCB/LOA @ T/Dd = 1.0
0.558925393316411,0.554228068092364,0.551340583419525,0.549699127991854,0.546638341843115,0.544794707782948,0.544358416891998,0.544005936982187,0.543836826581354,0.545192387766661
0.455178985305408,0.484747489513569,0.489785565086259,0.491316152524888,0.493607845069109,0.494821452054681,0.495194292009214,0.49576710241743,0.496639942891327,0.497180873537441
0.489864294237086,0.490735703143058,0.492464634614449,0.493371308513218,0.495088427813384,0.496236649899373,0.496599949028937,0.497018351482337,0.494856780626477,0.491218522154789
0.473640969150014,0.476094288820884,0.480242234887326,0.483257135011549,0.491207250513314,0.49559631541799,0.497662148410776,0.50168819778615,0.510523323449218,0.522851409368789
0.361676948049922,0.394860253851834,0.410486929543533,0.417927411719859,0.431461584052384,0.442945258690265,0.447136969114933,0.453437164305929,0.462954418210529,0.47116227060244
0.513557175399477,0.527561072558115,0.534587853436464,0.537912450046256,0.54110838836056,0.543749827623142,0.545053029523228,0.547825282374045,0.553609889390913,0.559615818841528
0.514976556481256,0.509955360372839,0.508772004746681,0.509481659374777,0.51567920460471,0.519277756933775,0.519784537227608,0.519406190411265,0.516869738285559,0.513193137861045
0.521739187205468,0.507102404303175,0.496971856552601,0.490369831523395,0.476317866369812,0.470800430776716,0.471546228778013,0.475674240351123,0.486828289897144,0.49930163699803
0.438545714945752,0.459710188378708,0.463155942140399,0.463987289495311,0.463976582836928,0.462484504589748,0.461633057112117,0.460094526717694,0.4571776642562,0.454091086430799
0.48458574893026,0.467458594158952,0.458590830557516,0.454363503221022,0.449474921844222,0.451856033638321,0.454561423003805,0.460526258318409,0.473530136808903,0.487690642741826
0.73168007690533,0.706445479332828,0.70660322270605,0.709473660582289,0.717186828169272,0.722833466750203,0.723904198785644,0.723262325284252,0.712014262326366,0.679482111635578
0.393871404608287,0.393482102778854,0.393349486896621,0.393239933237021,0.393091597944394,0.393305108170184,0.393685585046637,0.396281674095479,0.40423457402088,0.414754559905677
0.321960123854751,0.318785229120727,0.341172416832584,0.350190996544507,0.364762833337009,0.383357927615748,0.391022093600595,0.403285005471386,0.421974780250458,0.437389881458285
0.528026598499077,0.515747101794982,0.509906444806716,0.506648010710832,0.499636259464389,0.490841267952234,0.487936612686065,0.484843945739018,0.486956167066675,0.492481837566468
0.570378101569666,0.578348118179416,0.575407312808995,0.572133426948307,0.56094916346801,0.547164722470207,0.540910981391727,0.530452605845253,0.51282733545386,0.497219199410206
0.455055837793871,0.477009665361001,0.482657840296689,0.485136929437145,0.489292520728269,0.492049281576399,0.493011941836927,0.494386169941303,0.49619622238323,0.496773031436503
0.528137363576051,0.522793495156691,0.519143378907686,0.516835978033231,0.511351481126465,0.506070615521192,0.504057788950019,0.501149794646248,0.496848072816086,0.492867326668088
0.333352092432917,0.358797195169789,0.372952074006543,0.385154545372121,0.406174275568972,0.420028296899796,0.424108272389815,0.429371701721437,0.435719544336294,0.440024894120603
0.563401792120273,0.553827136948724,0.544592767154105,0.535027079586958,0.490163943257004,0.393737727095463,0.382213237475504,0.379541754153148,0.386313773166559,0.395063969492281
0.334977580532472,0.35894115481027,0.376636972955698,0.385520160144302,0.40278266498855,0.416279286012479,0.421085212927772,0.427085015067258,0.435800072919244,0.440749224309469
0.49875639072399,0.51987786522135,0.526516647805365,0.53007023443928,0.535654313000936,0.537961637125164,0.538267695296526,0.538177157202377,0.536759518894662,0.534362520721729
0.546219598343512,0.55569273572957,0.561482746433331,0.564473631332212,0.568563137381882,0.567899679863015,0.566645110657214,0.563392748448153,0.55385893548444,0.537841054534725
0.352249510354551,0.335710728023275,0.322940340400973,0.314468139397614,0.29489632692033,0.281664705519049,0.280366555466533,0.283419899615506,0.297941825082366,0.318391267894013
0.455787307301791,0.466202573649428,0.471278511625385,0.474144994970009,0.480339140020463,0.482410246993361,0.482184598335706,0.480628339710801,0.476711590359389,0.472581282649909
0.383488299548342,0.397837839633055,0.405914225780316,0.410121092417503,0.418857508965634,0.42658708203024,0.429656647830256,0.434474570130219,0.44230202337947,0.451499211782644
0.472102796253363,0.474812881157323,0.476229537161755,0.477095933403282,0.479209184964495,0.481477476047046,0.48252862352792,0.484331368095314,0.487250800607338,0.489702904464468
0.542378876066123,0.532385779140826,0.531794298210857,0.531704154800211,0.532242650596013,0.533845316262409,0.534739380814278,0.536323652151332,0.538861928859307,0.540216752046391
0.453208133091095,0.486165141005384,0.489711239214673,0.489072422272453,0.484675334488007,0.481342522400558,0.480997685684737,0.482051249617914,0.489894812506337,0.499979666656577
0.5077928638378,0.477283911045138,0.462237134396955,0.451995958085248,0.422790650949473,0.386048975030009,0.367963788010248,0.332282561980658,0.259353922590373,0.23831521543875
0.690295448613099,0.682228694490679,0.673629765623806,0.667915714293188,0.654639641955849,0.644715425196311,0.641992277875226,0.637979323552136,0.629215753815369,0.619001678823141
0.4464087748745,0.455977724022743,0.461907382370267,0.464715532202021,0.468189304441585,0.46787124299871,0.46702316488088,0.464843846041122,0.459598506597143,0.45186823058959
0.598649153789711,0.582490376528341,0.572589578469324,0.566398704734687,0.55108016363936,0.533774534850333,0.525648054260875,0.511439305273609,0.491127522521828,0.47987597756556
0.468966654073566,0.478755931460053,0.483776574553707,0.486695439872761,0.493139480276471,0.500363350548274,0.50196996135291,0.504644405565956,0.511238974218042,0.517928029579934
0.417643486726456,0.425873832174284,0.425735936622296,0.426214785141809,0.429251926406877,0.435476123595514,0.438719317810131,0.444441882640509,0.454449779153138,0.460470985906597
0.440598619446803,0.447843698884158,0.446625022953678,0.445163186960156,0.441671792874842,0.438453638566892,0.43687301871865,0.434000219173582,0.428580373568608,0.423873397918846
0.4017038343014,0.423389505721293,0.433017690875586,0.438089765048466,0.448230699267468,0.455722580961665,0.457948587473686,0.460136490238982,0.459086217298611,0.452105993802515
