Volume/LOA^3 @ T/Dd = 0.12,Volume/LOA^3 @ T/Dd = 0.25,Volume/LOA^3 @ T/Dd = 0.33,Volume/LOA^3 @ T/Dd = 0.38,Volume/LOA^3 @ T/Dd = 0.50,Volume/LOA^3 @ T/Dd = 0.62,Volume/LOA^3 @ T/Dd = 0.67,Volume/LOA^3 @ T/Dd = 0.75,Volume/LOA^3 @ T/Dd = 0.88,Volume/LOA^3 @ T/Dd = 1.0
0.00369480134675342,0.00787546094998456,0.0104034772060567,0.0119342545134484,0.0154473456476545,0.0187187184954716,0.0200068882804558,0.0219735468937528,0.0249012277765287,0.0271921344220543
0.00345964745221404,0.00847051454426648,0.0117641336427919,0.0138616915693775,0.018862818317621,0.0235974590981275,0.0254000981309302,0.0280279706129103,0.0315960784303813,0.0341187841220093
0.00188165077738301,0.00447346563719785,0.00625752645719389,0.0074193257393935,0.0102808457337852,0.0131455044770938,0.014329517950126,0.0162079006347363,0.0191046588536383,0.0216069721162268
0.00171159212438023,0.00417038823456334,0.00582817785530955,0.00689278787948984,0.00945634034701759,0.0121058992847988,0.0132013844847213,0.0149181801858076,0.0175426499187996,0.0197696976127177
0.00336620056103675,0.00797103048677804,0.0110124840837049,0.0129720792192003,0.0177725685053768,0.0227114178113679,0.0247744945206155,0.0280669133271934,0.0333925125153308,0.038305256268043
0.00486832793055496,0.0113221130023357,0.0154882049267975,0.0180702641082701,0.0239722751427134,0.0297232878905278,0.0320912060589365,0.0358307991916804,0.0416749141677197,0.0466406903057436
0.00111384238633981,0.0028322061290811,0.00414693465416588,0.00507945347492658,0.00771803580219578,0.0107953993594807,0.0121844339223366,0.0145097032509791,0.018522694107714,0.0224381692296462
0.00109296349698662,0.00287983277165358,0.00431183836836972,0.00534944579460683,0.00828712144536208,0.0116582617995982,0.0130997952754218,0.0154004754568183,0.0190854672589811,0.0223978444258428
0.00235344234057676,0.00594502407520977,0.00834651994077036,0.00988215803474076,0.0136071589318054,0.0172956678109,0.0187973669344823,0.0211335563247417,0.0247173815672191,0.0278092065630135
0.00162812627976027,0.00400258689908571,0.0056654610473048,0.0067856765512888,0.00975001395225585,0.0129864868912228,0.0144004293147498,0.0167379407619019,0.0207261073801665,0.0245859863762022
0.000552323575527536,0.00144388646848517,0.00192271795359978,0.00220053810940046,0.0028288423579925,0.00344845074138582,0.00371777370642472,0.00418110945706514,0.00509868317556625,0.00633956486871688
0.00438153370305658,0.00890767610335447,0.0115481986042513,0.0131512951989335,0.016863265043562,0.0203988004761808,0.0218338180498634,0.0241915144420285,0.0281392812620184,0.0318927867441477
0.000376796450796364,0.000910150119252627,0.00139594669733629,0.00173449322283744,0.00265819364790541,0.00383564476416566,0.00440126040879131,0.00540592849322476,0.00728294546810029,0.00926919619569694
0.00184571568640144,0.00481769131498229,0.00681298744097505,0.00807123745088156,0.0110875859864351,0.0139305386163182,0.0151152123051347,0.0170133456867652,0.0199823008340235,0.0223923050001356
0.00198135836173145,0.00506368306624899,0.00721497519230068,0.00862790127798658,0.0121516335190295,0.0157954209441318,0.0173354308481743,0.0198258866209847,0.0239466722298983,0.0278020469731709
0.00110609963366767,0.00272718896545161,0.00387428822739746,0.00464872743305634,0.0066850731048022,0.00896689175643365,0.00998927465727178,0.0117104368502107,0.0147250421279244,0.0177406605148098
0.000944301866440708,0.00220715387958753,0.00305104402556341,0.00359675679175413,0.00494761049162656,0.00633486680221933,0.00691655499964181,0.0078453136731618,0.00934128654098033,0.010698113632296
0.00582627825354911,0.0125835566530203,0.016753920096851,0.0195004509677186,0.0257600355038884,0.0313828074315919,0.0335335078307558,0.0367077307420502,0.0411647125604295,0.0445122888172908
0.00742775281546653,0.0159089118124977,0.0213557394122143,0.0250756876623913,0.0367435083011834,0.0622823571241543,0.070043310222168,0.0783264005382821,0.0875484847824681,0.094189526256327
0.00521811846502935,0.0119643700370997,0.0156323718966244,0.0178607897935584,0.0230250206750351,0.0279509919131777,0.0299355760036725,0.0329600641566005,0.0377231693140695,0.0417706103688192
0.00472660554537474,0.0114328390061514,0.0157499110094809,0.0184588046329133,0.0247287905405813,0.0305713092200932,0.0328901510947579,0.0364658769091988,0.0419479937849332,0.0466672903829511
0.00251520930990277,0.00581702458238018,0.00801809207085991,0.00947164306745715,0.0131919486979912,0.0171994873807008,0.0189642444194992,0.0219174909691108,0.0271545697700563,0.0328071344821862
0.00110517951786079,0.00266841681924678,0.00380482538923328,0.00460326984765765,0.00680989455363045,0.00921496693941658,0.010205295856344,0.0117328925181181,0.0141059418546717,0.0163545475232032
0.00222693951866659,0.0064530150783472,0.009679762828184,0.0118921240370545,0.0177080297491714,0.0239142088561851,0.0265451539630984,0.0307317737781586,0.0373016996742686,0.0429475525895813
0.00102223576990818,0.00253451980131748,0.00363603482734991,0.00439833913891004,0.00646755828612578,0.0088922111562255,0.0100134839695982,0.011950956743527,0.0154974997424582,0.0192990126246427
0.0025225304734898,0.0063816851588957,0.00909835829553746,0.0108896950434461,0.0153883443238742,0.0200875135514316,0.0220951919236741,0.0253622243701712,0.0307914409996236,0.03589752963771
0.0010140466170552,0.00224654600116103,0.00304311452076469,0.00356191306984089,0.00486456965468782,0.00623640339303198,0.0068265844175006,0.0077932999673465,0.00942423449927632,0.0109966325677396
0.000292389403040067,0.000830057059251037,0.00125140648828203,0.00154550378118701,0.00234473614304598,0.0032458261788977,0.00364022115228982,0.00428279361927722,0.00530472175713044,0.00623327511826591
0.00169281233899582,0.0038140982816877,0.00544168906132306,0.00662862753138555,0.010250154897761,0.0158063073703802,0.0192173360954064,0.0273278632095194,0.0563250884833059,0.0766151422806863
0.0018331835738899,0.00468027406691024,0.00660456186080643,0.00785686674518191,0.0109732847927659,0.0140759939019418,0.0153113693703425,0.017251596628101,0.0204590858709302,0.0234701149506449
0.00238521341765321,0.00565362717780801,0.00785032389522131,0.00927313732205506,0.0127852005686119,0.016360771146204,0.01785780568245,0.0202637192083403,0.0241951403052653,0.0279812691565432
