LCF/LOA @ T/Dd = 0.12,LCF/LOA @ T/Dd = 0.25,LCF/LOA @ T/Dd = 0.33,LCF/LOA @ T/Dd = 0.38,LCF/LOA @ T/Dd = 0.50,LCF/LOA @ T/Dd = 0.62,LCF/LOA @ T/Dd = 0.67,LCF/LOA @ T/Dd = 0.75,LCF/LOA @ T/Dd = 0.88,LCF/LOA @ T/Dd = 1.0
0.554949083340523,0.545233518368478,0.53960664530013,0.537580892053838,0.535532690367529,0.537240647093622,0.538880867055887,0.541796444640961,0.542456716995098,0.585856853454347
0.501131572342999,0.504879739291653,0.500170171285866,0.500014951000294,0.499743591068666,0.499793282660843,0.50045251690866,0.502234411437359,0.504537418787767,0.502043920359642
0.473070134882734,0.495728688334234,0.497750221005486,0.498720224142401,0.500131492405762,0.500558013051364,0.500710241923201,0.490373800606313,0.473870899722612,0.452819296766263
0.469016840140891,0.485552480494951,0.496016862058784,0.503581492683813,0.507928450166174,0.51683029551143,0.524546779463637,0.541847490757188,0.587888786632963,0.652830613619301
0.364764854482391,0.44558525849681,0.456761960550679,0.462580539935906,0.477738879794943,0.490555845852438,0.496073988473492,0.505813925035406,0.519830260421402,0.534667776549013
0.526827335473385,0.548120844035725,0.559009340482975,0.549855367815295,0.552370933545037,0.558040488806419,0.565132600797514,0.578385512888216,0.599647375336015,0.621566018818101
0.524445578139811,0.50171044688033,0.510243697815294,0.514878098775252,0.527496735141416,0.526181182101461,0.521286056624784,0.513686218409781,0.501811608057809,0.489876801316609
0.511735317145043,0.48558309478275,0.468182861201392,0.45813306603107,0.448622992535872,0.468867266286097,0.485801877627509,0.512636008829737,0.553631236959542,0.588765413960163
0.47246816045835,0.473579123139209,0.469770274709651,0.467224508161798,0.460552686819835,0.453332152805448,0.450322794701344,0.444832521826127,0.434694649014692,0.423788220973944
0.469643838984196,0.44384102441745,0.431199941880681,0.43410843082896,0.446152688826641,0.472882618162786,0.486023402260133,0.508631431342616,0.547109466609951,0.579942816899099
0.704860039505478,0.689774853500624,0.722421079650221,0.735560710046159,0.75046885455208,0.742732504882561,0.7317645696704,0.702385827330819,0.614311297353488,0.478946974121288
0.393423109266658,0.392948108930892,0.392620296823326,0.3923399807313,0.393129753845599,0.395851556209751,0.408030200564552,0.432422808754134,0.473679781316557,0.513632366930781
0.319866228205562,0.380142998079319,0.385794005492693,0.388863373036668,0.394915424555612,0.437293023258791,0.448415814499005,0.465369936275169,0.484992359190045,0.502509787736396
0.51743208292768,0.500288884368249,0.491523422553799,0.486535856657091,0.475278894292932,0.453319791909075,0.454458822192199,0.471648402329258,0.528473333288646,0.546513007038097
0.554064962755273,0.576461912592109,0.561035296815016,0.549406792379092,0.517854792782357,0.484081580338959,0.469465704383812,0.44584082095992,0.412871392613099,0.388522545523618
0.482500483768168,0.494945892984883,0.497049760682186,0.497978058598242,0.49941642138475,0.501046704294931,0.501833178178268,0.502836773973765,0.502683816143881,0.493771846256855
0.524671297399274,0.513159418120136,0.506110747485789,0.501791956990102,0.491883592895053,0.483164301900779,0.481109220122597,0.477793146009844,0.470156034355752,0.460348381635752
0.359783565454225,0.39947244690718,0.452797778385747,0.464376765705791,0.478050211117869,0.483444791559328,0.484058351767578,0.486016315398253,0.490388026352681,0.496071489393972
0.554159914821146,0.532800709206156,0.49854184331051,0.459616432042106,0.296446430876677,0.266598949984176,0.317904708300119,0.399105166660408,0.485075109745686,0.534624801609968
0.346440354976346,0.425312771150871,0.442986929020994,0.45255755433161,0.471750581907364,0.486401291952513,0.490027423296393,0.48424661720521,0.50981667383054,0.459715833866952
0.519163764274038,0.541267894725027,0.547121846410749,0.552217658754325,0.550863752042856,0.543904629213234,0.540563511780371,0.533819990684017,0.520238046857115,0.50509108739877
0.549414585350291,0.572984539029429,0.579754088902112,0.581967152759545,0.57226968414306,0.558288785313526,0.550358249524357,0.53388941745714,0.491133423056002,0.428207091810103
0.343110079844332,0.305365415982316,0.281283692661576,0.267383522816587,0.24467532703131,0.25614376516904,0.281579500891171,0.328101958302804,0.410810061542267,0.480313759899488
0.463917720918017,0.477863513715089,0.484700901388528,0.488589116999972,0.497093924046121,0.483654332545556,0.476509893239904,0.465656951852337,0.451151048702557,0.43958777796756
0.39136742648788,0.420735391605795,0.427998197955747,0.432295293234848,0.442216489433081,0.451942117082177,0.45601919773857,0.462653327181026,0.475099499533899,0.497581803705918
0.474553403771757,0.47838659637374,0.480721316740702,0.482276597140441,0.486450772053429,0.491685691561423,0.49439043031241,0.498628090555504,0.502866407801944,0.506094951997173
0.530611573837909,0.526260520442003,0.530876693329052,0.531618050949355,0.536290985210398,0.542816205351302,0.545524699029806,0.549336627791623,0.551171008292458,0.543984754730414
0.536063113267341,0.503582216058707,0.490236480001193,0.482746813487169,0.47204259621705,0.475705124458027,0.480818640954481,0.500325750020752,0.543238767814675,0.56999793836383
0.463658391939931,0.439367258379014,0.414347082178931,0.395848845245455,0.344457526814052,0.297484923462617,0.271627849128574,0.227687281856233,0.168565671929782,0.28107139050898
0.692694494535621,0.662242277657017,0.643451091163199,0.632298355961206,0.612440547973701,0.609645678894474,0.612529186596381,0.598258618389274,0.56488380173891,0.536888114701879
0.453394385895866,0.472026614689741,0.480031436200973,0.480314135887189,0.472727121947025,0.460599376595355,0.454383936127296,0.442888130734308,0.421094461624124,0.368035508580293
0.588865790740751,0.562662144509255,0.546196152247755,0.535686469097759,0.506783479834961,0.468228361973178,0.450183594517161,0.419346890938841,0.414179740853983,0.432028334397544
0.478775425369157,0.493451406167746,0.501140707470669,0.505543778803435,0.514570597786686,0.517098837127948,0.519971323063017,0.526744079420166,0.550736268661211,0.569778672501989
0.426031833136131,0.423942270394201,0.427200335360197,0.430495756472333,0.444893686647601,0.464607260786895,0.472799539377401,0.485809906624124,0.50036728515718,0.484583059028875
0.449312152460847,0.448180933903529,0.440130710648843,0.436412976912019,0.432822232847469,0.425775383466634,0.421708944895682,0.414050691779551,0.402485922681306,0.396605627607131
0.414857362335436,0.4556499274036,0.467643085940851,0.474172904992846,0.485653991457741,0.487656933471921,0.484179729715051,0.471581642720216,0.43228750838566,0.385610023368236
0.510395784598376,0.508299676489895,0.505834499168634,0.504076678237363,0.499854802456355,0.495956735476922,0.494577515435286,0.49285063055751,0.491820604685937,0.493403389736043
0.476981017483414,0.48717205572038,0.491588843757166,0.493462254311927,0.529303213101215,0.53428145082018,0.535367119686333,0.535864698424123,0.527592825182751,0.525567557273686
0.544914469002242,0.553115034962814,0.555205777281324,0.55569488880609,0.554596595996777,0.550196275046485,0.547203241492648,0.541946471063623,0.537193978275887,0.501974336644587
0.441135990363602,0.443864265228368,0.447110602059955,0.449926249238973,0.457908474362029,0.466321035652832,0.471641938212197,0.479706979522249,0.490719933688513,0.501796247898207
