z/LOA @ T/Dd = 0.12,z/LOA @ T/Dd = 0.25,z/LOA @ T/Dd = 0.33,z/LOA @ T/Dd = 0.38,z/LOA @ T/Dd = 0.50,z/LOA @ T/Dd = 0.62,z/LOA @ T/Dd = 0.67,z/LOA @ T/Dd = 0.75,z/LOA @ T/Dd = 0.88,z/LOA @ T/Dd = 1.0
0.0138187273772511,0.0287879320359397,0.0379997502874404,0.0437571366946284,0.0575748640718795,0.0713925914491305,0.0771499778563185,0.0863617961078192,0.101331000766508,0.115148728143759
0.017028022857882,0.0354739642872543,0.0468253128591756,0.0539199057166265,0.0709469285745085,0.0879739514323906,0.0950685442898414,0.106419892861763,0.124865834291135,0.141892857149017
0.0173525327123575,0.036150026484078,0.047717714958983,0.0549475202557986,0.0722990529681561,0.0896505856805135,0.0968803909773292,0.108448079452234,0.127245573223955,0.144597105936312
0.0137562588602626,0.0286577892922136,0.037827961865722,0.0435593197241647,0.0573145785844273,0.0710698374446898,0.0768011953031326,0.0859713678766409,0.100872898308592,0.114628157168855
0.0230321715329844,0.0479826073603841,0.063336721715707,0.0729330431877838,0.0959642147207682,0.118995386253753,0.128591707725829,0.143945822081152,0.168896257908552,0.191927429441536
0.0266928530864658,0.0556090272634704,0.0734035959877809,0.084525201440475,0.111217054526941,0.137908907613407,0.149030513066101,0.166825081790411,0.195741255967416,0.222433109053881
0.0214577023609945,0.0447024632520718,0.0590069314927348,0.0679472241431491,0.0894039265041436,0.110860628865138,0.119800921515552,0.134105389756215,0.157350150647293,0.178806853008287
0.0154191070119696,0.0321220562749366,0.0424007942829163,0.0488250055379037,0.0642431125498732,0.0796612195618428,0.0860854308168301,0.0963641688248098,0.113067118087777,0.128485225099746
0.0192140426855816,0.0400281722616284,0.0528368673853494,0.0608423018376751,0.0800553445232567,0.0992683872088383,0.107273821661164,0.120082516784885,0.140896646360932,0.160109689046513
0.0148479142912374,0.0309320714400779,0.0408300143009029,0.0470162285889184,0.0618631428801558,0.0767100571713932,0.0828962714594088,0.0927942143202337,0.108878371469074,0.123725285760312
