Area_WP/LOA^2 @ T/Dd = 0.12,Area_WP/LOA^2 @ T/Dd = 0.25,Area_WP/LOA^2 @ T/Dd = 0.33,Area_WP/LOA^2 @ T/Dd = 0.38,Area_WP/LOA^2 @ T/Dd = 0.50,Area_WP/LOA^2 @ T/Dd = 0.62,Area_WP/LOA^2 @ T/Dd = 0.67,Area_WP/LOA^2 @ T/Dd = 0.75,Area_WP/LOA^2 @ T/Dd = 0.88,Area_WP/LOA^2 @ T/Dd = 1.0
0.276737370658186,0.278733932890185,0.269163214810201,0.262558008270753,0.245704889483804,0.227627641427834,0.219839097859022,0.206957775791461,0.183989375656673,0.145686735088543
0.253616435262551,0.284848730876793,0.294704501507432,0.295989656285555,0.289094490228933,0.262490005717519,0.245572329038547,0.217187555431479,0.169722027933675,0.126799863471281
0.127621502236607,0.149127597115549,0.158629567784835,0.162523823982917,0.165914600900373,0.16418389000478,0.163342962414416,0.158140955308651,0.149553962073492,0.138702596813143
0.151064300790787,0.176274032993671,0.184401123814651,0.186798108942192,0.191933263644958,0.192092223260738,0.189979285549156,0.183904806966439,0.169216132949955,0.152067413258209
0.185125225933799,0.192663889883694,0.202268164802809,0.205970302498327,0.213060718715122,0.215047854322668,0.214863182584123,0.2138838213524,0.213417146763909,0.213171619154973
0.210062416954294,0.232045766553057,0.235126880829041,0.225126459582292,0.217672735168146,0.213809943727726,0.212030628267014,0.20794208836484,0.194710516768607,0.176748256400847
0.0653248899944646,0.0842773775699572,0.0995436729883287,0.109059547727635,0.133143716944065,0.152422625225723,0.158238289723688,0.166701497212796,0.178119716192759,0.186392089908136
0.0886070838484774,0.12629801180627,0.152761651826655,0.170334064561046,0.208684080853754,0.223523551503209,0.224575552547218,0.222822613075925,0.218101767797184,0.210905928364702
0.159351111081466,0.183754929062405,0.190545429825393,0.192896627015878,0.193855163992463,0.189240004671101,0.185784031228439,0.178728721363995,0.165983632545231,0.156174995815305
0.132268078173335,0.161079172792707,0.174536221018265,0.187113048302079,0.210064594215754,0.225560951481653,0.231532137372146,0.240733492068049,0.254833083657429,0.264861522236046
0.0652067105932532,0.0661038455041439,0.0594504294518025,0.0567355973836522,0.0535744370461655,0.055151269828476,0.0575237382845271,0.0640677156309731,0.0865951499615633,0.136670914282455
0.163328367424056,0.152503314025373,0.146868923690361,0.143743010717741,0.136734130823767,0.13041141292321,0.131806229894075,0.135174263369054,0.139924049322774,0.143406444872197
0.0588968041025533,0.0911404085108712,0.104955576631131,0.113678385057319,0.134943611953198,0.175084223987185,0.190247417807696,0.215254539462225,0.250671051989072,0.283936957737627
0.0842867345463759,0.103008311444723,0.104946839612476,0.105274357307621,0.104461092551753,0.0986854850505329,0.0993496536668324,0.0978223282350571,0.0924402070128453,0.0744844272621429
